order_id,customer_id,order_date,status,ship_date,delivered_date,ship_country,carrier_id,carrier,promotion_id,items_count,subtotal,shipping_cost,total
ORD-0000425,CUST-000572,2023-02-15,returned,2023-02-17,2023-02-22,US,CARR-003,USPS,,1,270.00,15.47,285.47
ORD-0000426,CUST-000127,2024-11-22,shipped,2024-11-25,,US,CARR-003,USPS,,2,349.00,34.21,383.21
ORD-0000427,CUST-000230,06/08/2025,returned,2025-08-08,2025-08-10,US,CARR-002,FedEx,,4,4392.00,22.01,4414.01
ORD-0000428,CUST-000723,2025-11-12,delivered,2025-11-14,2025-11-18,AR,CARR-001,UPS,,1,56.00,22.85,78.85
ORD-0000429,CUST-000216,2026-04-24,returned,2026-04-27,2026-05-01,DE,CARR-004,DHL,,4,3257.00,16.81,3273.81
ORD-0000430,CUST-000074,2025-10-28,delivered,2025-11-01,2025-11-05,JP,CARR-006,Sedex,,4,833.00,9.51,842.51
ORD-0000431,CUST-000723,2024-02-12,returned,2024-02-16,2024-02-20,AR,CARR-004,DHL,,3,743.00,34.32,777.32
ORD-0000432,CUST-000636,2023-04-20,delivered,2023-04-22,2023-04-27,CA,CARR-004,DHL,,1,581.00,30.59,611.59
ORD-0000433,CUST-000340,2023-06-19,delivered,2023-06-21,2023-06-28,US,CARR-003,USPS,,1,-306.00,8.05,-297.95
ORD-0000434,CUST-000060,2025-12-02,cancelled,,,IT,,,,1,244.00,21.06,265.06
ORD-0000435,CUST-000187,2023-03-02,returned,2023-03-05,2023-03-16,US,CARR-005,Correios,,2,841.00,13.47,854.47
ORD-0000436,CUST-000720,2025-03-18,returned,2025-03-22,2025-03-26,BR,CARR-006,Sedex,,3,1313.00,27.79,1340.79
ORD-0000437,CUST-000234,2024-11-29,shipped,2024-12-01,,ES,CARR-001,UPS,,2,369.00,26.14,395.14
ORD-0000438,CUST-000665,2024-03-11,processing,,,CA,CARR-001,UPS,,4,1658.00,10.19,1668.19
ORD-0000439,CUST-000261,2024-02-02,returned,2024-02-05,2024-02-11,US,CARR-003,USPS,,1,1006.00,10.27,1016.27
ORD-0000440,CUST-000317,2025-06-27,processing,,,FR,CARR-010,SF Express,,4,1411.00,22.04,1433.04
ORD-0000441,CUST-000046,2025-11-24,delivered,2025-11-25,2025-11-30,CO,CARR-003,USPS,,4,2046.00,20.51,2066.51
ORD-0000442,CUST-000619,2025-05-13,delivered,2025-05-15,2025-05-21,US,CARR-008,Loomis,,3,1133.00,18.32,1151.32
ORD-0000443,CUST-000124,2023-05-09,delivered,2023-05-10,2023-05-15,CA,CARR-010,SF Express,,4,283.00,18.88,301.88
ORD-0000444,CUST-000612,2025-01-06,processing,,,CA,CARR-007,Royal Mail,,2,2070.00,20.23,2090.23
ORD-0000445,CUST-000596,2025-11-23,delivered,2025-11-26,2025-12-01,CA,CARR-006,Sedex,,4,820.00,17.16,837.16
ORD-0000446,CUST-000355,2023-06-02,delivered,2023-06-03,2023-06-08,CO,CARR-003,USPS,,3,288.00,19.98,307.98
ORD-0000447,CUST-000663,2025-12-30,processing,,,US,CARR-007,Royal Mail,,1,1110.00,7.63,1117.63
ORD-0000448,CUST-000272,2025-10-21,returned,2025-10-23,2025-11-04,US,CARR-003,USPS,,1,40.00,13.08,53.08
ORD-0000449,CUST-000752,2024-08-30,cancelled,,,DE,,,,3,1196.00,31.16,1227.16
ORD-0000450,CUST-000516,2023-06-01,shipped,2023-06-04,,CL,CARR-007,Royal Mail,,1,34.00,9.44,43.44
ORD-0000451,CUST-000265,25/10/2025,shipped,2025-10-27,,PT,CARR-010,SF Express,,1,1298.00,29.73,1327.73
ORD-0000452,CUST-000657,2024-02-16,shipped,2024-02-17,,AR,CARR-005,Correios,,4,311.00,18.12,329.12
ORD-0000453,CUST-000158,2023-09-30,delivered,2023-10-01,2023-10-09,BR,CARR-005,Correios,,1,428.00,6.60,434.60
ORD-0000454,CUST-000328,2024-05-28,cancelled,,,US,,,,1,29.00,6.42,35.42
ORD-0000455,CUST-000406,2023-10-28,returned,2023-10-31,2023-11-03,JP,CARR-001,UPS,,3,620.00,14.91,634.91
ORD-0000456,CUST-000363,2025-10-13,delivered,2025-10-17,2025-10-20,US,CARR-001,UPS,,4,1876.00,9.93,1885.93
ORD-0000457,CUST-000312,2024-07-28,delivered,2024-07-30,2024-08-03,US,CARR-002,FedEx,,2,1582.00,20.58,1602.58
ORD-0000458,CUST-000603,2024-12-02,delivered,2024-12-05,2024-12-09,CA,CARR-006,Sedex,,3,1808.00,22.93,1830.93
ORD-0000459,CUST-000710,2025-05-03,delivered,2025-05-07,2025-05-10,US,CARR-001,UPS,,2,474.00,22.51,496.51
ORD-0000460,CUST-000716,2023-07-21,delivered,2023-07-25,2023-07-30,GB,CARR-006,Sedex,,4,1588.00,21.54,1609.54
ORD-0000461,CUST-000775,2024-04-03,delivered,2024-04-06,2024-04-11,DE,CARR-008,Loomis,,3,280.00,33.17,313.17
ORD-0000462,CUST-000788,2024-07-09,delivered,2024-07-10,2024-07-16,GB,CARR-009,Aramex,,1,360.00,19.81,379.81
ORD-0000463,CUST-000619,2024-11-22,delivered,2024-11-23,2024-12-03,US,CARR-009,Aramex,,4,843.00,34.94,877.94
ORD-0000464,CUST-000033,2025-10-20,delivered,2025-10-22,2025-10-25,PT,CARR-001,UPS,,3,1285.00,9.67,1294.67
ORD-0000465,CUST-000121,2025-11-29,delivered,2025-12-03,2025-12-10,MX,CARR-009,Aramex,,3,845.00,17.33,862.33
ORD-0000466,CUST-000777,2023-12-18,delivered,2023-12-22,2023-12-26,CA,CARR-004,DHL,,1,120.00,26.24,146.24
ORD-0000467,CUST-000738,2025-09-03,delivered,2025-09-04,2025-09-09,BR,CARR-006,Sedex,,2,446.00,15.52,461.52
ORD-0000468,CUST-000701,2024-07-27,shipped,2024-07-31,,JP,CARR-009,Aramex,,1,375.00,30.69,405.69
ORD-0000469,CUST-000450,2023-11-20,cancelled,,,DE,,,,2,45.00,14.56,59.56
ORD-0000470,CUST-000743,2026-02-23,delivered,2026-02-25,2026-03-01,US,CARR-001,UPS,,4,2399.00,32.22,2431.22
ORD-0000471,CUST-000203,2024-12-03,cancelled,,,GB,,,,4,1149.00,22.21,1171.21
ORD-0000472,CUST-000790,2023-07-12,delivered,2023-07-13,2023-07-27,BR,CARR-005,Correios,,3,674.00,30.84,704.84
ORD-0000473,CUST-000739,2023-12-01,delivered,2023-12-03,2023-12-11,BR,CARR-005,Correios,,1,966.00,30.91,996.91
ORD-0000474,CUST-000795,2025-05-07,delivered,2025-05-11,2025-05-17,US,CARR-003,USPS,,4,1216.00,16.14,1232.14
ORD-0000475,CUST-000729,2025-02-20,delivered,2025-02-21,2025-02-24,AR,CARR-001,UPS,,1,475.00,12.91,487.91
ORD-0000476,CUST-000147,2025-12-01,shipped,2025-12-04,,GB,CARR-007,Royal Mail,,5,1403.00,17.43,1420.43
ORD-0000477,CUST-000202,2025-11-24,delivered,2025-11-26,2025-12-01,IT,CARR-004,DHL,,1,34.00,6.29,40.29
ORD-0000478,CUST-000798,2024-02-13,delivered,2024-02-17,2024-02-21,BR,CARR-006,Sedex,,1,258.00,19.86,277.86
ORD-0000479,CUST-000464,2026-04-03,returned,2026-04-07,2026-04-18,PT,CARR-010,SF Express,,1,320.00,18.14,338.14
ORD-0000480,CUST-000143,2024-05-16,delivered,2024-05-20,2024-05-25,AR,CARR-008,Loomis,,2,1190.00,30.97,1220.97
ORD-0000481,CUST-000492,23/11/2025,delivered,2025-11-26,2025-11-30,GB,CARR-010,SF Express,,3,1329.00,12.93,1341.93
ORD-0000482,CUST-000605,2025-12-07,delivered,2025-12-11,2025-12-15,MX,CARR-004,DHL,,3,514.00,27.94,541.94
ORD-0000483,CUST-000153,2024-07-12,delivered,2024-07-13,2024-07-19,US,CARR-008,Loomis,,3,2285.00,30.88,2315.88
ORD-0000484,CUST-000614,29/04/2023,delivered,2023-04-30,2023-05-04,FR,CARR-007,Royal Mail,,2,630.00,12.36,642.36
ORD-0000485,CUST-000187,2023-02-04,cancelled,,,US,,,,2,502.00,1.00,503.00
ORD-0000486,CUST-000037,2026-01-01,delivered,2026-01-02,2026-01-05,US,CARR-001,UPS,,2,1704.00,36.83,1740.83
ORD-0000487,CUST-000550,2026-01-11,processing,,,MX,CARR-001,UPS,,2,213.00,29.16,242.16
ORD-0000488,CUST-000511,2024-05-22,delivered,2024-05-23,2024-05-27,DE,CARR-010,SF Express,,4,1342.00,17.67,1359.67
ORD-0000489,CUST-000262,2023-03-02,delivered,2023-03-06,2023-03-11,CA,CARR-008,Loomis,,2,500.00,25.03,525.03
ORD-0000490,CUST-000790,2024-10-05,returned,2024-10-07,2024-10-15,BR,CARR-005,Correios,,3,265.00,12.70,277.70
ORD-0000491,CUST-000016,2024-05-10,delivered,2024-05-13,2024-05-19,MX,CARR-003,USPS,,3,3104.00,33.98,3137.98
ORD-0000492,CUST-000076,2024-06-02,cancelled,,,DE,,,,4,2323.00,36.34,2359.34
ORD-0000493,CUST-000204,2023-12-03,delivered,2023-12-05,2023-12-10,CA,CARR-004,DHL,,1,1062.00,9.78,1071.78
ORD-0000494,CUST-000705,2023-02-22,cancelled,,,MX,,,,2,582.00,12.35,594.35
ORD-0000495,CUST-000410,2025-04-10,returned,2025-04-11,2025-04-19,ES,CARR-005,Correios,,1,234.00,20.55,254.55
ORD-0000496,CUST-000731,2024-05-16,processing,,,US,CARR-001,UPS,,3,280.00,13.73,293.73
ORD-0000497,CUST-000519,2025-11-11,returned,2025-11-12,2025-11-14,FR,CARR-002,FedEx,,2,575.00,22.76,597.76
ORD-0000498,CUST-000629,2025-06-26,delivered,2025-06-29,2025-07-01,CL,CARR-002,FedEx,,2,732.00,9.90,741.90
ORD-0000499,CUST-000169,2025-08-18,delivered,2025-08-21,2025-08-24,US,CARR-001,UPS,,2,1489.00,28.44,1517.44
ORD-0000500,CUST-000565,2023-11-20,delivered,2023-11-24,2023-11-28,AR,CARR-010,SF Express,,4,3731.00,21.97,3752.97
ORD-0000501,CUST-000359,2023-04-14,processing,,,CA,CARR-006,Sedex,,2,2952.00,14.26,2966.26
ORD-0000502,CUST-000284,2024-01-01,shipped,2024-01-03,,MX,CARR-005,Correios,,1,461.00,7.97,468.97
ORD-0000503,CUST-000311,2024-09-30,delivered,2024-10-04,2024-10-09,CA,CARR-008,Loomis,,4,549.00,25.50,574.50
ORD-0000504,CUST-000028,2024-08-13,delivered,2024-08-15,2024-08-19,PT,CARR-004,DHL,,4,3344.00,20.54,3364.54
ORD-0000505,CUST-000012,2025-09-11,delivered,2025-09-12,2025-09-19,GB,CARR-009,Aramex,,4,4464.00,12.19,4476.19
ORD-0000506,CUST-000533,2024-03-26,delivered,2024-03-30,2024-04-02,US,CARR-001,UPS,,4,2070.00,13.84,2083.84
ORD-0000507,CUST-000684,2025-09-13,delivered,2025-09-17,2025-09-28,US,CARR-003,USPS,,3,328.00,23.41,351.41
ORD-0000508,CUST-000029,2023-01-25,delivered,2023-01-27,2023-02-02,US,CARR-003,USPS,,3,578.00,6.04,584.04
ORD-0000509,CUST-000255,2023-10-24,delivered,2023-10-27,2023-10-31,CA,CARR-001,UPS,,4,1521.00,31.11,1552.11
ORD-0000510,CUST-000087,2024-02-12,delivered,2024-02-14,2024-02-20,CL,CARR-003,USPS,,2,217.00,10.17,227.17
ORD-0000511,CUST-000765,2023-03-06,delivered,2023-03-10,2023-03-15,GB,CARR-008,Loomis,,3,1699.00,13.57,1712.57
ORD-0000512,CUST-000562,2024-06-21,returned,2024-06-24,2024-06-30,CL,CARR-009,Aramex,,1,1046.00,26.43,1072.43
ORD-0000513,CUST-000648,2026-04-26,delivered,2026-04-28,2026-05-02,CL,CARR-004,DHL,,4,3181.00,29.66,3210.66
ORD-0000514,CUST-000784,2023-06-04,cancelled,,,GB,,,,2,799.00,17.19,816.19
ORD-0000515,CUST-000440,2023-06-06,delivered,2023-06-08,2023-06-16,DE,CARR-010,SF Express,,1,226.00,8.51,234.51
ORD-0000516,CUST-000199,2024-12-01,delivered,2024-12-03,2024-12-06,DE,CARR-007,Royal Mail,,3,794.00,15.19,809.19
ORD-0000517,CUST-000243,2026-02-05,delivered,2026-02-09,2026-02-13,US,CARR-001,UPS,,4,847.00,17.01,864.01
ORD-0000518,CUST-000744,2023-03-19,cancelled,,,BR,,,,3,1370.00,8.05,1378.05
ORD-0000519,CUST-000754,2025-02-21,delivered,2025-02-22,2025-02-26,GB,CARR-006,Sedex,,2,348.00,35.45,383.45
ORD-0000520,CUST-000413,2026-02-13,delivered,2026-02-17,2026-02-21,US,CARR-001,UPS,,2,274.00,26.02,300.02
ORD-0000521,CUST-000620,2024-05-11,delivered,2024-05-13,2024-05-18,US,CARR-004,DHL,,2,406.00,3.73,409.73
ORD-0000522,CUST-000383,2024-09-30,returned,2024-10-01,2024-10-07,FR,CARR-008,Loomis,,4,1786.00,20.72,1806.72
ORD-0000523,CUST-000438,2024-08-17,delivered,2024-08-20,2024-08-29,ES,CARR-005,Correios,,2,669.00,18.95,687.95
ORD-0000524,CUST-000441,2025-10-08,shipped,2025-10-12,,AU,CARR-006,Sedex,,3,455.00,28.98,483.98
ORD-0000525,CUST-000060,2023-12-04,processing,,,IT,CARR-006,Sedex,,4,3306.00,10.38,3316.38
ORD-0000526,CUST-000557,2023-08-19,cancelled,,,CO,,,,2,194.00,8.36,202.36
ORD-0000527,CUST-000113,2023-01-25,delivered,2023-01-27,2023-02-05,DE,CARR-006,Sedex,,2,1921.00,13.48,1934.48
ORD-0000528,CUST-000307,2024-11-24,delivered,2024-11-25,2024-11-29,AU,CARR-001,UPS,,1,81.00,20.76,101.76
ORD-0000529,CUST-000254,2024-10-30,delivered,2024-11-03,2024-11-09,US,CARR-003,USPS,,4,1956.00,31.72,1987.72
ORD-0000530,CUST-000607,2024-04-06,processing,,,AR,CARR-001,UPS,,2,690.00,15.49,705.49
ORD-0000531,CUST-000316,2025-06-28,cancelled,,,CA,,,,2,175.00,36.49,211.49
ORD-0000532,CUST-000154,2024-12-01,processing,,,US,CARR-003,USPS,,4,328.00,20.30,348.30
ORD-0000533,CUST-000300,2023-03-29,processing,,,US,CARR-009,Aramex,,1,1098.00,5.00,1103.00
ORD-0000534,CUST-000210,2025-05-16,delivered,2025-05-19,2025-05-27,BR,CARR-006,Sedex,,1,164.00,16.19,180.19
ORD-0000535,CUST-000386,2026-02-26,cancelled,,,US,,,,4,370.00,21.07,391.07
ORD-0000536,CUST-000638,2023-08-13,processing,,,BR,CARR-008,Loomis,,3,1382.00,15.77,1397.77
ORD-0000537,CUST-000063,2025-04-22,delivered,2025-04-24,2025-04-28,US,CARR-001,UPS,,1,334.00,1.36,335.36
ORD-0000538,CUST-000523,2023-11-30,delivered,2023-12-03,2023-12-11,MX,CARR-005,Correios,,4,2507.00,30.19,2537.19
ORD-0000539,CUST-000761,2025-11-26,processing,,,US,CARR-001,UPS,,3,482.00,9.66,491.66
ORD-0000540,CUST-000281,2025-10-25,processing,,,DE,CARR-004,DHL,,3,602.00,30.20,632.20
ORD-0000541,CUST-000235,2023-03-29,processing,,,US,CARR-001,UPS,,2,1794.00,21.78,1815.78
ORD-0000542,CUST-000038,2023-12-22,shipped,2023-12-26,,CA,CARR-002,FedEx,,3,2523.00,24.65,2547.65
ORD-0000543,CUST-000663,08/05/2025,processing,,,US,CARR-001,UPS,,3,801.00,35.40,836.40
ORD-0000544,CUST-000543,2025-12-13,delivered,2025-12-14,2025-12-16,DE,CARR-002,FedEx,,1,456.00,17.38,473.38
ORD-0000545,CUST-000711,2024-10-06,delivered,2024-10-07,2024-10-21,GB,CARR-005,Correios,,3,1725.00,5.19,1730.19
ORD-0000546,CUST-000709,2025-01-06,delivered,2025-01-07,2025-01-13,US,CARR-003,USPS,,3,342.00,36.74,378.74
ORD-0000547,CUST-000056,2025-07-20,shipped,2025-07-22,,CA,CARR-007,Royal Mail,,2,1075.00,22.99,1097.99
ORD-0000548,CUST-000029,2023-08-02,returned,2023-08-04,2023-08-08,US,CARR-001,UPS,,3,2547.00,15.19,2562.19
ORD-0000549,CUST-000664,2023-11-23,delivered,2023-11-24,2023-12-01,CL,CARR-003,USPS,,2,324.00,4.86,328.86
ORD-0000550,CUST-000718,2024-08-27,returned,2024-08-28,2024-09-06,AR,CARR-003,USPS,,3,752.00,30.56,782.56
ORD-0000551,CUST-000050,17/01/2023,delivered,2023-01-18,2023-01-24,DE,CARR-008,Loomis,,1,56.00,13.38,69.38
ORD-0000552,CUST-000616,2023-06-01,delivered,2023-06-03,2023-06-13,FR,CARR-010,SF Express,,2,864.00,17.97,881.97
ORD-0000553,CUST-000799,2023-12-03,delivered,2023-12-04,2023-12-14,DE,CARR-006,Sedex,,2,56.00,17.30,73.30
ORD-0000554,CUST-000136,2025-08-04,shipped,2025-08-08,,AU,CARR-004,DHL,,1,1293.00,23.03,1316.03
ORD-0000555,CUST-000096,2024-06-03,delivered,2024-06-04,2024-06-09,US,CARR-010,SF Express,,4,2666.00,10.01,2676.01
ORD-0000556,CUST-000758,2024-11-09,cancelled,,,US,,,,1,712.00,11.62,723.62
ORD-0000557,CUST-000409,2026-01-10,delivered,2026-01-13,2026-01-18,MX,CARR-006,Sedex,,3,1869.00,7.70,1876.70
ORD-0000558,CUST-000005,2025-02-07,delivered,2025-02-10,2025-02-16,MX,CARR-010,SF Express,,4,725.00,7.24,732.24
ORD-0000559,CUST-000264,2025-07-07,cancelled,,,MX,,,,3,363.00,29.00,392.00
ORD-0000560,CUST-000521,2026-03-18,delivered,2026-03-21,2026-03-27,GB,CARR-003,USPS,,2,835.00,11.67,846.67
ORD-0000561,CUST-000467,2024-02-16,delivered,2024-02-18,2024-02-21,ES,CARR-001,UPS,,4,1016.00,10.84,1026.84
ORD-0000562,CUST-000432,2025-05-20,delivered,2025-05-24,2025-05-28,JP,CARR-007,Royal Mail,,1,45.00,13.95,58.95
ORD-0000563,CUST-000110,2024-11-21,delivered,2024-11-23,2024-11-28,BR,CARR-006,Sedex,,1,86.00,8.00,94.00
ORD-0000564,CUST-000365,2023-12-03,delivered,2023-12-07,2023-12-15,GB,CARR-005,Correios,,2,262.00,27.84,289.84
ORD-0000565,CUST-000591,2026-02-28,delivered,2026-03-02,2026-03-13,AR,CARR-004,DHL,,1,108.00,33.18,141.18
ORD-0000566,CUST-000214,2025-10-31,delivered,2025-11-04,2025-11-09,IT,CARR-006,Sedex,,2,493.00,15.32,508.32
ORD-0000567,CUST-000193,2024-01-28,delivered,2024-01-30,2024-02-04,MX,CARR-008,Loomis,,1,882.00,30.67,912.67
ORD-0000568,CUST-000320,2023-10-20,delivered,2023-10-24,2023-10-30,AU,CARR-003,USPS,,2,479.00,18.25,497.25
ORD-0000569,CUST-000714,2025-09-25,delivered,2025-09-28,2025-10-04,MX,CARR-003,USPS,,3,1374.00,27.24,1401.24
ORD-0000570,CUST-000445,2025-12-03,shipped,2025-12-06,,BR,CARR-006,Sedex,,2,1771.00,33.02,1804.02
ORD-0000571,CUST-000603,2024-11-07,processing,,,CA,CARR-006,Sedex,,1,28.00,26.28,54.28
ORD-0000572,CUST-000439,2024-11-20,returned,2024-11-21,2024-11-29,CA,CARR-005,Correios,,2,792.00,30.22,822.22
ORD-0000573,CUST-000054,2024-12-30,shipped,2025-01-02,,GB,CARR-010,SF Express,,3,742.00,23.99,765.99
ORD-0000574,CUST-000656,2024-02-13,shipped,2024-02-16,,US,CARR-001,UPS,,4,1232.00,5.76,1237.76
ORD-0000575,CUST-000222,2024-04-10,delivered,2024-04-12,2024-04-16,ES,CARR-007,Royal Mail,,3,2987.00,7.65,2994.65
ORD-0000576,CUST-000016,2025-05-04,shipped,2025-05-07,,MX,CARR-006,Sedex,,2,1254.00,6.19,1260.19
ORD-0000577,CUST-000401,2024-10-12,delivered,2024-10-14,2024-10-16,CA,CARR-002,FedEx,,1,75.00,21.41,96.41
ORD-0000578,CUST-000566,2025-12-04,delivered,2025-12-07,2025-12-15,JP,CARR-005,Correios,,4,1703.00,11.59,1714.59
ORD-0000579,CUST-000152,2023-08-05,delivered,2023-08-06,2023-08-08,US,CARR-002,FedEx,,1,166.00,31.30,197.30
ORD-0000580,CUST-000210,2023-10-22,processing,,,BR,CARR-006,Sedex,,3,2150.00,11.42,2161.42
ORD-0000581,CUST-000474,2026-01-11,delivered,2026-01-13,2026-01-22,DE,CARR-001,UPS,,2,1656.00,34.40,1690.40
ORD-0000582,CUST-000196,2025-10-07,delivered,2025-10-08,2025-10-13,BR,CARR-006,Sedex,,4,4084.00,24.89,4108.89
ORD-0000583,CUST-000725,2023-11-30,returned,2023-12-04,2023-12-11,BR,CARR-006,Sedex,,4,1232.00,18.79,1250.79
ORD-0000584,CUST-000345,2025-04-27,cancelled,,,MX,,,,1,276.00,5.19,281.19
ORD-0000585,CUST-000122,2026-04-16,delivered,2026-04-18,2026-04-24,DE,CARR-008,Loomis,,1,-306.00,20.59,-285.41
ORD-0000586,CUST-000734,2023-11-17,delivered,2023-11-18,2023-11-21,US,CARR-002,FedEx,,1,132.00,31.15,163.15
ORD-0000587,CUST-000011,2023-10-31,delivered,2023-11-04,2023-11-15,BR,CARR-005,Correios,,2,2579.00,36.50,2615.50
ORD-0000588,CUST-000504,2025-02-24,returned,2025-02-28,2025-03-05,IT,CARR-001,UPS,,3,1755.00,34.03,1789.03
ORD-0000589,CUST-000458,2024-12-03,delivered,2024-12-05,2024-12-14,DE,CARR-005,Correios,,3,1269.00,18.13,1287.13
ORD-0000590,CUST-000755,2023-06-06,shipped,2023-06-08,,US,CARR-003,USPS,,2,2528.00,17.60,2545.60
ORD-0000591,CUST-000504,2023-07-18,delivered,2023-07-22,2023-07-24,IT,CARR-002,FedEx,,1,693.00,3.19,696.19
ORD-0000592,CUST-000144,2023-08-12,shipped,2023-08-16,,DE,CARR-002,FedEx,,4,729.00,27.25,756.25
ORD-0000593,CUST-000318,2024-01-15,delivered,2024-01-16,2024-01-30,CO,CARR-005,Correios,,1,168.00,17.02,185.02
ORD-0000594,CUST-000462,2025-11-08,shipped,2025-11-09,,AU,CARR-004,DHL,,2,626.00,19.64,645.64
ORD-0000595,CUST-000793,2025-12-02,shipped,2025-12-03,,US,CARR-003,USPS,,2,996.00,21.52,1017.52
ORD-0000596,CUST-000155,2024-07-09,cancelled,,,DE,,,,2,831.00,32.45,863.45
ORD-0000597,CUST-000341,2024-10-05,returned,2024-10-07,2024-10-14,PT,CARR-002,FedEx,,1,954.00,8.92,962.92
ORD-0000598,CUST-000130,2023-10-10,delivered,2023-10-13,2023-10-25,BR,CARR-005,Correios,,4,1784.00,10.95,1794.95
ORD-0000599,CUST-000623,2025-06-08,delivered,2025-06-10,2025-06-15,CA,CARR-010,SF Express,,4,3026.00,33.73,3059.73
ORD-0000600,CUST-000251,2024-09-04,delivered,2024-09-05,2024-09-08,CA,CARR-002,FedEx,,3,716.00,25.45,741.45
ORD-0000601,CUST-000104,25/11/2025,delivered,2025-11-28,2025-12-01,MX,CARR-001,UPS,,3,846.00,4.12,850.12
ORD-0000602,CUST-000356,2024-11-27,delivered,2024-11-30,2024-12-03,US,CARR-002,FedEx,,3,1804.00,7.25,1811.25
ORD-0000603,CUST-000764,2026-04-15,delivered,2026-04-18,2026-04-25,AR,CARR-009,Aramex,,3,2307.00,32.12,2339.12
ORD-0000604,CUST-000403,2024-05-06,delivered,2024-05-08,2024-05-15,FR,CARR-009,Aramex,,3,477.00,25.12,502.12
ORD-0000605,CUST-000175,2023-04-03,delivered,2023-04-06,2023-04-15,BR,CARR-005,Correios,,1,260.00,25.93,285.93
ORD-0000606,CUST-000684,2025-12-02,delivered,2025-12-06,2025-12-12,US,CARR-003,USPS,,3,2390.00,26.45,2416.45
ORD-0000607,CUST-000193,2023-11-18,delivered,2023-11-20,2023-11-24,MX,CARR-004,DHL,,1,714.00,28.52,742.52
ORD-0000608,CUST-000066,30/11/2023,delivered,2023-12-02,2023-12-05,PT,CARR-002,FedEx,,4,1970.00,17.19,1987.19
ORD-0000609,CUST-000740,2024-11-30,delivered,2024-12-01,2024-12-09,IT,CARR-006,Sedex,,3,382.00,3.37,385.37
ORD-0000610,CUST-000497,2025-11-24,delivered,2025-11-25,2025-11-28,MX,CARR-001,UPS,,1,28.00,19.98,47.98
ORD-0000611,CUST-000659,2024-06-21,delivered,2024-06-24,2024-06-28,IT,CARR-001,UPS,,3,526.00,20.07,546.07
ORD-0000612,CUST-000003,2023-11-27,delivered,2023-11-29,2023-12-08,GB,CARR-005,Correios,PROMO-0035,3,1552.00,21.18,1573.18
ORD-0000613,CUST-000307,2026-03-12,delivered,2026-03-16,2026-03-21,AU,CARR-003,USPS,,3,2579.00,26.15,2605.15
ORD-0000614,CUST-000586,2026-01-20,returned,2026-01-21,2026-01-27,PT,CARR-003,USPS,,1,1190.00,30.58,1220.58
ORD-0000615,CUST-000777,23/04/2023,shipped,2023-04-25,,CA,CARR-008,Loomis,,3,1091.00,32.40,1123.40
ORD-0000616,CUST-000029,2024-12-23,delivered,2024-12-27,2024-12-29,US,CARR-002,FedEx,,2,169.00,11.50,180.50
ORD-0000617,CUST-000752,2025-11-27,delivered,2025-11-30,2025-12-04,DE,CARR-007,Royal Mail,,1,2259.00,15.98,2274.98
ORD-0000618,CUST-000601,03/12/2023,shipped,2023-12-07,,US,CARR-005,Correios,,4,1666.00,5.22,1671.22
ORD-0000619,CUST-000479,2025-01-09,returned,2025-01-13,2025-01-16,GB,CARR-002,FedEx,,1,321.00,10.09,331.09
ORD-0000620,CUST-000241,2023-01-11,delivered,2023-01-14,2023-01-17,AR,CARR-002,FedEx,,2,3027.00,8.39,3035.39
ORD-0000621,CUST-000201,2023-11-02,delivered,2023-11-06,2023-11-16,AR,CARR-007,Royal Mail,,2,321.00,17.70,338.70
ORD-0000622,CUST-000676,2025-12-27,cancelled,,,AR,,,,2,1757.00,28.98,1785.98
ORD-0000623,CUST-000644,2024-05-10,shipped,2024-05-14,,JP,CARR-009,Aramex,,3,560.00,6.09,566.09
ORD-0000624,CUST-000527,2023-12-09,delivered,2023-12-10,2023-12-20,DE,CARR-005,Correios,,1,39.00,37.27,76.27
ORD-0000625,CUST-000650,2024-06-12,delivered,2024-06-13,2024-06-18,DE,CARR-010,SF Express,,4,1294.00,16.03,1310.03
ORD-0000626,CUST-000737,2023-11-30,returned,2023-12-04,2023-12-08,BR,CARR-006,Sedex,,2,1256.00,2.49,1258.49
ORD-0000627,CUST-000639,03/04/2024,delivered,2024-04-04,2024-04-10,PT,CARR-009,Aramex,,2,2658.00,15.71,2673.71
ORD-0000628,CUST-000624,2023-11-18,delivered,2023-11-22,2023-11-24,US,CARR-002,FedEx,,1,345.00,32.38,377.38
ORD-0000629,CUST-000418,2024-05-23,returned,2024-05-25,2024-05-30,BR,CARR-006,Sedex,,4,3464.00,23.90,3487.90
ORD-0000630,CUST-000796,2023-11-08,delivered,2023-11-09,2023-11-16,MX,CARR-009,Aramex,,3,2609.00,8.89,2617.89
ORD-0000631,CUST-000084,2023-05-07,shipped,2023-05-10,,CA,CARR-002,FedEx,,4,803.00,11.56,814.56
ORD-0000632,CUST-000758,2026-03-13,delivered,2026-03-16,2026-03-20,US,CARR-001,UPS,,3,1056.00,30.41,1086.41
ORD-0000633,CUST-000783,2023-12-08,delivered,2023-12-11,2023-12-14,CO,CARR-002,FedEx,,1,98.00,21.16,119.16
ORD-0000634,CUST-000492,2025-12-27,processing,,,GB,CARR-007,Royal Mail,,3,162.00,9.73,171.73
ORD-0000635,CUST-000138,2025-12-22,delivered,2025-12-24,2025-12-27,US,CARR-002,FedEx,,1,205.00,19.12,224.12
ORD-0000636,CUST-000164,2025-12-23,delivered,2025-12-24,2026-01-02,PT,CARR-005,Correios,,1,171.00,29.16,200.16
