order_id,line_no,product_id,seller_id,quantity,unit_price,line_total
ORD-0000754,1,PROD-000614,SELLER-0029,2,84.00,168.00
ORD-0000755,1,PROD-000459,SELLER-0120,3,40.00,120.00
ORD-0000756,1,PROD-000940,SELLER-0001,2,588.00,1176.00
ORD-0000756,2,PROD-000584,SELLER-0126,3,12.00,36.00
ORD-0000757,1,PROD-000531,SELLER-0122,2,85.00,170.00
ORD-0000757,2,PROD-000252,SELLER-0057,1,20.00,20.00
ORD-0000757,3,PROD-000049,SELLER-0176,3,422.00,1266.00
ORD-0000757,4,PROD-000678,SELLER-9999,1,131.00,131.00
ORD-0000758,1,PROD-000709,SELLER-0196,2,50.00,100.00
ORD-0000758,2,PROD-000990,SELLER-0113,3,394.00,1182.00
ORD-0000758,3,PROD-000163,SELLER-0109,3,66.00,198.00
ORD-0000758,4,PROD-000740,SELLER-0130,2,758.00,1516.00
ORD-0000759,1,PROD-000311,SELLER_0086,2,227.00,454.00
ORD-0000759,2,PROD-000676,SELLER-0096,1,535.00,535.00
ORD-0000759,3,PROD-000976,SELLER-0058,1,148.00,148.00
ORD-0000759,4,PROD-000058,SELLER-0023,1,40.00,40.00
ORD-0000760,1,PROD-000832,SELLER-0006,1,163.00,163.00
ORD-0000760,2,PROD-000320,SELLER-0146,1,337.00,337.00
ORD-0000760,3,PROD-000430,SELLER-0177,1,65.00,65.00
ORD-0000761,1,PROD-000106,SELLER-0073,3,23.00,69.00
ORD-0000762,1,PROD-000908,SELLER-0149,2,496.00,992.00
ORD-0000762,2,PROD-000845,SELLER-0169,3,162.00,486.00
ORD-0000762,3,PROD-000816,SELLER-0119,1,47.00,47.00
ORD-0000762,4,PROD-000430,SELLER-0177,2,65.00,130.00
ORD-0000763,1,PROD-000889,SELLER-0104,2,278.00,556.00
ORD-0000764,1,PROD-000318,SELLER-0130,2,136.00,272.00
ORD-0000764,2,PROD-000605,SELLER-0167,2,266.00,532.00
ORD-0000765,1,PROD-000339,SELLER-0115,2,90.00,180.00
ORD-0000766,1,PROD-000054,SELLER-0091,2,19.00,38.00
ORD-0000766,2,PROD-000376,SELLER-0145,1,228.00,228.00
ORD-0000767,1,PROD-000838,SELLER-0082,2,61.00,122.00
ORD-0000767,2,PROD-000148,SELLER-0097,2,226.00,452.00
ORD-0000767,3,PROD-000408,SELLER-0107,1,100.00,100.00
ORD-0000768,1,PROD-000584,SELLER-0126,1,12.00,12.00
ORD-0000768,2,PROD-000032,SELLER-0176,1,61.00,61.00
ORD-0000768,3,PROD-000132,SELLER-0110,3,313.00,939.00
ORD-0000768,4,PROD-000911,SELLER-0120,1,662.00,662.00
ORD-0000769,1,PROD-000656,SELLER-0057,3,932.00,2796.00
ORD-0000770,1,PROD-000086,SELLER-0151,1,40.00,40.00
ORD-0000771,1,PROD-000367,SELLER-0073,3,100.00,300.00
ORD-0000771,2,PROD-000404,SELLER-0199,3,363.00,1089.00
ORD-0000771,3,PROD-000892,SELLER-0167,2,10.00,20.00
ORD-0000771,4,PROD-000973,SELLER-0037,3,57.00,171.00
ORD-0000772,1,PROD-000607,SELLER-0200,1,704.00,704.00
ORD-0000772,2,PROD-000271,SELLER-0183,3,98.00,294.00
ORD-0000773,1,PROD-000160,SELLER-0088,3,112.00,336.00
ORD-0000773,2,PROD-000395,SELLER-0154,1,171.00,171.00
ORD-0000773,3,PROD-000728,SELLER-0190,1,443.00,443.00
ORD-0000773,4,PROD-000935,SELLER-0195,1,382.00,382.00
ORD-0000774,1,PROD-000738,SELLER_0132,3,51.00,153.00
ORD-0000774,2,PROD-000416,SELLER-0131,1,475.00,475.00
ORD-0000774,3,PROD-000396,SELLER-0102,3,77.00,231.00
ORD-0000775,1,PROD-000275,SELLER-0093,2,88.00,176.00
ORD-0000776,1,PROD-000991,SELLER-0118,2,458.00,916.00
ORD-0000776,2,PROD-000519,SELLER-0074,1,71.00,71.00
ORD-0000776,3,PROD-000504,SELLER-0147,3,392.00,1176.00
ORD-0000777,1,PROD-000248,SELLER-0012,1,104.00,104.00
ORD-0000777,2,PROD-000744,SELLER-0082,3,102.00,306.00
ORD-0000778,1,PROD-000007,SELLER-0138,2,915.00,1830.00
ORD-0000779,1,PROD-000862,SELLER-0022,2,93.00,186.00
ORD-0000780,1,PROD-000978,SELLER-0130,2,353.00,706.00
ORD-0000780,2,PROD-000778,SELLER-9999,3,77.00,231.00
ORD-0000780,3,PROD-000061,SELLER-0198,2,21.00,42.00
ORD-0000780,4,PROD-000204,SELLER-0130,2,669.00,1338.00
ORD-0000781,1,PROD-000274,SELLER-0154,2,1179.00,2358.00
ORD-0000781,2,PROD-000150,SELLER-0115,3,233.00,699.00
ORD-0000781,3,PROD-000270,SELLER-0066,1,620.00,620.00
ORD-0000781,4,PROD-000903,SELLER-9999,1,100.00,100.00
ORD-0000782,1,PROD-000495,SELLER-0022,1,294.00,294.00
ORD-0000782,2,PROD-000293,SELLER-0166,2,78.00,156.00
ORD-0000782,3,PROD-000350,SELLER-0121,3,249.00,747.00
ORD-0000783,1,PROD-000612,SELLER-9999,3,34.00,102.00
ORD-0000783,2,PROD-000473,SELLER-0047,2,33.00,66.00
ORD-0000783,3,PROD-000302,SELLER-0179,3,120.00,360.00
ORD-0000783,4,PROD-000854,SELLER-0157,1,1142.00,1142.00
ORD-0000784,1,PROD-000200,SELLER-0071,2,28.00,56.00
ORD-0000784,2,PROD-000213,SELLER-0076,2,56.00,112.00
ORD-0000785,1,PROD-000140,SELLER-0085,1,81.00,81.00
ORD-0000785,2,PROD-000485,SELLER-0015,1,62.00,62.00
ORD-0000785,3,PROD-000258,SELLER-0051,2,38.00,76.00
ORD-0000785,4,PROD-000809,SELLER-0159,1,33.00,33.00
ORD-0000786,1,PROD-000572,SELLER-0082,3,883.00,2649.00
ORD-0000786,2,PROD-000019,SELLER_0187,2,29.00,58.00
ORD-0000787,1,PROD-000018,SELLER-0180,1,47.00,47.00
ORD-0000788,1,PROD-000976,SELLER-0058,1,148.00,148.00
ORD-0000788,2,PROD-000522,SELLER-0059,3,207.00,621.00
ORD-0000789,1,PROD-000494,SELLER-0077,2,151.00,302.00
ORD-0000790,1,PROD-000402,SELLER-0123,3,23.00,69.00
ORD-0000791,1,PROD-000919,SELLER-0093,2,377.00,754.00
ORD-0000791,2,PROD-000604,SELLER-0092,2,226.00,452.00
ORD-0000792,1,PROD-000513,SELLER-0078,1,152.00,152.00
ORD-0000793,1,PROD-000055,SELLER-0173,1,231.00,231.00
ORD-0000794,1,PROD-000970,SELLER-0191,1,21.00,21.00
ORD-0000794,2,PROD-000378,SELLER-0045,3,89.00,267.00
ORD-0000795,1,PROD-000290,SELLER-0122,2,502.00,1004.00
ORD-0000795,2,PROD-000096,SELLER-0006,2,121.00,242.00
ORD-0000795,3,PROD-000888,SELLER-0172,2,788.00,1576.00
ORD-0000795,4,PROD-000616,SELLER-0091,3,1019.00,3057.00
ORD-0000796,1,PROD-000275,SELLER-0093,3,88.00,264.00
ORD-0000796,2,PROD-000871,SELLER-0054,3,160.00,480.00
ORD-0000796,3,PROD-000536,SELLER-0095,3,51.00,153.00
ORD-0000797,1,PROD-000122,SELLER-0032,1,43.00,43.00
ORD-0000797,2,PROD-000400,SELLER-0090,1,366.00,366.00
ORD-0000797,3,PROD-000504,SELLER-0147,2,392.00,784.00
ORD-0000797,4,PROD-000293,SELLER-0166,2,78.00,156.00
ORD-0000798,1,PROD-000621,SELLER-0172,3,107.00,321.00
ORD-0000798,2,PROD-000755,SELLER_0101,3,301.00,903.00
ORD-0000798,3,PROD-000540,SELLER-0135,1,205.00,205.00
ORD-0000799,1,PROD-000427,SELLER-0010,2,1090.00,2180.00
ORD-0000799,2,PROD-000781,SELLER-0137,3,179.00,537.00
ORD-0000800,1,PROD-000041,SELLER-0064,2,1105.00,2210.00
ORD-0000801,1,PROD-000626,SELLER-0085,3,56.00,168.00
ORD-0000801,2,PROD-000288,SELLER-0069,2,57.00,114.00
ORD-0000801,3,PROD-000428,SELLER-0080,2,90.00,180.00
ORD-0000802,1,PROD-000712,SELLER-0194,1,98.00,98.00
ORD-0000802,2,PROD-000721,SELLER-0085,2,60.00,120.00
ORD-0000802,3,PROD-000429,SELLER-0080,3,217.00,651.00
ORD-0000803,1,PROD-000659,SELLER-0113,3,150.00,450.00
ORD-0000803,2,PROD-000142,SELLER-0095,1,152.00,152.00
ORD-0000803,3,PROD-000480,SELLER-0046,2,283.00,566.00
ORD-0000803,4,PROD-000907,SELLER-0121,2,36.00,72.00
ORD-0000804,1,PROD-000805,SELLER_0072,1,18.00,18.00
ORD-0000804,2,PROD-000693,SELLER-0105,3,74.00,222.00
ORD-0000804,3,PROD-000885,SELLER-0039,2,-600.00,-1200.00
ORD-0000804,4,PROD-000347,SELLER-0025,2,796.00,1592.00
ORD-0000804,5,PROD-000770,SELLER-0075,1,794.00,794.00
ORD-0000805,1,PROD-000982,SELLER-0021,2,64.00,128.00
ORD-0000805,2,PROD-000614,SELLER-0029,3,84.00,252.00
ORD-0000805,3,PROD-000769,SELLER-0152,1,564.00,564.00
ORD-0000806,1,PROD-000929,SELLER-0030,2,46.00,92.00
ORD-0000806,2,PROD-000258,SELLER-0051,1,38.00,38.00
ORD-0000806,3,PROD-000373,SELLER-0146,3,16.00,48.00
ORD-0000807,1,PROD-000362,SELLER-0145,1,551.00,551.00
ORD-0000807,2,PROD-000936,SELLER-0039,2,106.00,212.00
ORD-0000808,1,PROD-000570,SELLER-0068,3,1179.00,3537.00
ORD-0000808,2,PROD-000590,SELLER-0114,1,172.00,172.00
ORD-0000808,3,PROD-000906,SELLER-0118,3,62.00,186.00
ORD-0000808,4,PROD-000041,SELLER-0064,2,1105.00,2210.00
ORD-0000809,1,PROD-000850,SELLER-0185,2,37.00,74.00
ORD-0000810,1,PROD-000999,SELLER-0164,1,537.00,537.00
ORD-0000810,2,PROD-000241,SELLER-0123,3,25.00,75.00
ORD-0000810,3,PROD-000460,SELLER-0051,1,25.00,25.00
ORD-0000811,1,PROD-000862,SELLER-0022,3,93.00,279.00
ORD-0000811,2,PROD-000107,SELLER-0192,3,16.00,48.00
ORD-0000812,1,PROD-000447,SELLER-0109,2,58.00,116.00
ORD-0000812,2,PROD-000610,SELLER-0069,1,167.00,167.00
ORD-0000812,3,PROD-000243,SELLER-0069,3,140.00,420.00
ORD-0000812,4,PROD-000687,SELLER-0131,3,149.00,447.00
ORD-0000813,1,PROD-000056,SELLER-0057,1,429.00,429.00
ORD-0000813,2,PROD-000194,SELLER-0083,3,74.00,222.00
ORD-0000814,1,PROD-000955,SELLER-0029,2,434.00,868.00
ORD-0000814,2,PROD-000668,SELLER-0169,3,39.00,117.00
ORD-0000814,3,PROD-000358,SELLER-0192,1,54.00,54.00
ORD-0000814,4,PROD-000896,SELLER-9999,3,933.00,2799.00
ORD-0000815,1,PROD-000135,SELLER-0094,1,30.00,30.00
ORD-0000815,2,PROD-000976,SELLER-0058,2,148.00,296.00
ORD-0000815,3,PROD-000388,SELLER-0167,3,36.00,108.00
ORD-0000815,4,PROD-000466,SELLER-0024,1,166.00,166.00
ORD-0000816,1,PROD-000922,SELLER-0082,2,82.00,164.00
ORD-0000817,1,PROD-000073,SELLER-0031,3,27.00,81.00
ORD-0000818,1,PROD-000742,SELLER-0104,2,495.00,990.00
ORD-0000818,2,PROD-000283,SELLER-0095,3,15.00,45.00
ORD-0000819,1,PROD-000852,SELLER-0003,2,114.00,228.00
ORD-0000820,1,PROD-000997,SELLER-0003,1,991.00,991.00
ORD-0000820,2,PROD-000680,SELLER-0172,1,138.00,138.00
ORD-0000820,3,PROD-000378,SELLER-0045,3,89.00,267.00
ORD-0000821,1,PROD-000496,SELLER_0027,2,46.00,92.00
ORD-0000821,2,PROD-000055,SELLER-0173,1,231.00,231.00
ORD-0000821,3,PROD-000461,SELLER-0054,3,38.00,114.00
ORD-0000821,4,PROD-000931,SELLER-0078,1,88.00,88.00
ORD-0000822,1,PROD-000532,SELLER-0156,1,75.00,75.00
ORD-0000822,2,PROD-000644,SELLER-0141,3,63.00,189.00
ORD-0000823,1,PROD-000285,SELLER-0026,3,29.00,87.00
ORD-0000823,2,PROD-000778,SELLER-9999,1,77.00,77.00
ORD-0000823,3,PROD-000621,SELLER-0172,2,107.00,214.00
ORD-0000824,1,PROD-000365,SELLER-0174,3,41.00,123.00
ORD-0000824,2,PROD-000297,SELLER-0184,1,15.00,15.00
ORD-0000825,1,PROD-000563,SELLER-0140,2,39.00,78.00
ORD-0000825,2,PROD-000602,SELLER-0008,3,23.00,69.00
ORD-0000826,1,PROD-000322,SELLER-0049,2,214.00,428.00
ORD-0000826,2,PROD-000951,SELLER-0007,3,28.00,84.00
ORD-0000827,1,PROD-000058,SELLER-0023,1,40.00,40.00
ORD-0000828,1,PROD-000850,SELLER-0185,3,37.00,111.00
ORD-0000828,2,PROD-000964,SELLER-0008,3,51.00,153.00
ORD-0000828,3,PROD-000232,SELLER-0049,2,338.00,676.00
ORD-0000828,4,PROD-000474,SELLER_0101,3,238.00,714.00
ORD-0000829,1,PROD-000972,SELLER-0116,2,44.00,88.00
ORD-0000830,1,PROD-000060,SELLER-0001,1,198.00,198.00
ORD-0000830,2,PROD-000985,SELLER-0038,2,522.00,1044.00
ORD-0000830,3,PROD-000104,SELLER-0021,2,239.00,478.00
ORD-0000831,1,PROD-000219,SELLER_0187,2,82.00,164.00
ORD-0000832,1,PROD-000983,SELLER-0017,3,564.00,1692.00
ORD-0000832,2,PROD-000954,SELLER_0101,1,17.00,17.00
ORD-0000833,1,PROD-000830,SELLER-0115,3,1181.00,3543.00
ORD-0000833,2,PROD-000658,SELLER-9999,2,461.00,922.00
ORD-0000833,3,PROD-000864,SELLER-0146,3,29.00,87.00
ORD-0000834,1,PROD-000888,SELLER-0172,3,788.00,2364.00
ORD-0000834,2,PROD-000798,SELLER-0192,1,260.00,260.00
ORD-0000835,1,PROD-000497,SELLER-0030,1,226.00,226.00
ORD-0000836,1,PROD-000014,SELLER-0136,3,587.00,1761.00
ORD-0000836,2,PROD-000424,SELLER-0156,1,46.00,46.00
ORD-0000836,3,PROD-000049,SELLER-0176,1,422.00,422.00
ORD-0000837,1,PROD-000213,SELLER-0076,1,56.00,56.00
ORD-0000837,2,PROD-000746,SELLER-0052,3,543.00,1629.00
ORD-0000837,3,PROD-000679,SELLER-0149,3,219.00,657.00
ORD-0000837,4,PROD-000338,SELLER-0174,3,143.00,429.00
ORD-0000838,1,PROD-000211,SELLER-0059,3,623.00,1869.00
ORD-0000839,1,PROD-000801,SELLER-0123,2,29.00,58.00
ORD-0000839,2,PROD-000848,SELLER-0062,3,352.00,1056.00
ORD-0000839,3,PROD-000704,SELLER-0180,1,9.00,9.00
ORD-0000839,4,PROD-000098,SELLER-0023,2,12.00,24.00
ORD-0000840,1,PROD-000583,SELLER_0072,3,89.00,267.00
ORD-0000840,2,PROD-000297,SELLER-0184,3,15.00,45.00
ORD-0000840,3,PROD-000363,SELLER-0081,1,339.00,339.00
ORD-0000840,4,PROD-000028,SELLER-0145,2,105.00,210.00
ORD-0000841,1,PROD-000702,SELLER-0121,1,46.00,46.00
ORD-0000841,2,PROD-000654,SELLER-0189,1,43.00,43.00
ORD-0000842,1,PROD-000411,SELLER-0127,1,231.00,231.00
ORD-0000842,2,PROD-000646,SELLER-0014,1,537.00,537.00
ORD-0000842,3,PROD-000410,SELLER-0035,2,102.00,204.00
ORD-0000843,1,PROD-000299,SELLER-0058,2,31.00,62.00
ORD-0000843,2,PROD-000206,SELLER-0020,3,42.00,126.00
ORD-0000843,3,PROD-000322,SELLER-0049,3,214.00,642.00
ORD-0000844,1,PROD-000749,SELLER-0127,3,287.00,861.00
ORD-0000844,2,PROD-000338,SELLER-0174,1,143.00,143.00
ORD-0000844,3,PROD-000046,SELLER-9999,1,318.00,318.00
ORD-0000844,4,PROD-000876,SELLER-0154,3,669.00,2007.00
ORD-0000845,1,PROD-000185,SELLER-0042,1,584.00,584.00
ORD-0000845,2,PROD-000646,SELLER-0014,2,537.00,1074.00
ORD-0000845,3,PROD-000676,SELLER-0096,3,535.00,1605.00
ORD-0000845,4,PROD-000716,SELLER-0001,1,219.00,219.00
ORD-0000846,1,PROD-000162,SELLER-0125,1,89.00,89.00
ORD-0000846,2,PROD-000568,SELLER-0116,3,982.00,2946.00
ORD-0000846,3,PROD-000429,SELLER-0080,1,217.00,217.00
ORD-0000847,1,PROD-000790,SELLER-0104,2,52.00,104.00
ORD-0000848,1,PROD-000438,SELLER-0167,3,103.00,309.00
ORD-0000848,2,PROD-000567,SELLER-0016,3,294.00,882.00
ORD-0000848,3,PROD-000847,SELLER-0003,2,467.00,934.00
ORD-0000849,1,PROD-000074,SELLER-0191,1,28.00,28.00
ORD-0000849,2,PROD-000268,SELLER-0127,2,9.00,18.00
ORD-0000849,3,PROD-000283,SELLER-0095,2,15.00,30.00
ORD-0000849,4,PROD-000722,SELLER-0098,2,56.00,112.00
ORD-0000850,1,PROD-000999,SELLER-0164,3,537.00,1611.00
ORD-0000850,2,PROD-000773,SELLER-0056,2,89.00,178.00
ORD-0000850,3,PROD-000762,SELLER-0088,3,193.00,579.00
ORD-0000850,4,PROD-000130,SELLER-0094,3,446.00,1338.00
ORD-0000851,1,PROD-000156,SELLER-0018,3,195.00,585.00
ORD-0000852,1,PROD-000339,SELLER-0115,3,90.00,270.00
ORD-0000852,2,PROD-000338,SELLER-0174,1,143.00,143.00
ORD-0000852,3,PROD-000066,SELLER-0178,1,82.00,82.00
ORD-0000852,4,PROD-000424,SELLER-0156,3,46.00,138.00
ORD-0000853,1,PROD-000844,SELLER-0056,1,58.00,58.00
ORD-0000854,1,PROD-000790,SELLER-0104,3,52.00,156.00
ORD-0000854,2,PROD-000810,SELLER-0057,3,54.00,162.00
ORD-0000855,1,PROD-000218,SELLER-0164,1,58.00,58.00
ORD-0000856,1,PROD-000461,SELLER-0054,2,38.00,76.00
ORD-0000856,2,PROD-000021,SELLER-0105,3,585.00,1755.00
ORD-0000856,3,PROD-000641,SELLER-0144,3,107.00,321.00
ORD-0000856,4,PROD-000077,SELLER-0121,2,204.00,408.00
ORD-0000857,1,PROD-000879,SELLER-0083,2,14.00,28.00
ORD-0000858,1,PROD-000096,SELLER-0006,2,121.00,242.00
ORD-0000858,2,PROD-000611,SELLER-0040,2,54.00,108.00
ORD-0000858,3,PROD-000725,SELLER-0114,1,867.00,867.00
ORD-0000859,1,PROD-000665,SELLER-0095,3,360.00,1080.00
ORD-0000859,2,PROD-000415,SELLER-0158,3,16.00,48.00
ORD-0000860,1,PROD-000983,SELLER-0017,2,564.00,1128.00
ORD-0000860,2,PROD-000539,SELLER-0081,1,341.00,341.00
ORD-0000860,3,PROD-000689,SELLER-0152,2,31.00,62.00
ORD-0000861,1,PROD-000897,SELLER-0138,2,101.00,202.00
ORD-0000861,2,PROD-000981,SELLER-0156,3,128.00,384.00
ORD-0000861,3,PROD-000811,SELLER-0145,1,27.00,27.00
ORD-0000861,4,PROD-000543,SELLER-0109,3,222.00,666.00
ORD-0000862,1,PROD-000207,SELLER-0094,2,132.00,264.00
ORD-0000862,2,PROD-000499,SELLER-0117,3,354.00,1062.00
ORD-0000862,3,PROD-000377,SELLER-0048,1,143.00,143.00
ORD-0000862,4,PROD-000899,SELLER-0003,1,21.00,21.00
ORD-0000863,1,PROD-000180,SELLER-0077,1,68.00,68.00
ORD-0000863,2,PROD-000314,SELLER-0018,2,176.00,352.00
ORD-0000864,1,PROD-000281,SELLER-0109,2,139.00,278.00
ORD-0000864,2,PROD-000867,SELLER_0132,2,341.00,682.00
ORD-0000865,1,PROD-000444,SELLER-0100,2,361.00,722.00
ORD-0000865,2,PROD-000628,SELLER-0163,3,222.00,666.00
ORD-0000866,1,PROD-000805,SELLER_0072,1,18.00,18.00
ORD-0000866,2,PROD-000651,SELLER_0063,2,170.00,340.00
ORD-0000867,1,PROD-000922,SELLER-0082,1,82.00,82.00
ORD-0000867,2,PROD-000429,SELLER-0080,3,217.00,651.00
ORD-0000867,3,PROD-000387,SELLER-0008,1,308.00,308.00
ORD-0000867,4,PROD-000132,SELLER-0110,3,313.00,939.00
ORD-0000868,1,PROD-000018,SELLER-0180,3,47.00,141.00
ORD-0000868,2,PROD-000811,SELLER-0145,1,27.00,27.00
ORD-0000868,3,PROD-000389,SELLER-0181,2,125.00,250.00
ORD-0000869,1,PROD-000084,SELLER-0193,1,108.00,108.00
ORD-0000869,2,PROD-000160,SELLER-0088,2,112.00,224.00
ORD-0000869,3,PROD-000116,SELLER-0035,3,78.00,234.00
ORD-0000869,4,PROD-000514,SELLER-0045,2,38.00,76.00
ORD-0000870,1,PROD-000261,SELLER-0118,3,79.00,237.00
ORD-0000870,2,PROD-000873,SELLER-0152,3,152.00,456.00
ORD-0000871,1,PROD-000235,SELLER-0084,2,102.00,204.00
ORD-0000872,1,PROD-000546,SELLER-0075,2,114.00,228.00
ORD-0000872,2,PROD-000779,SELLER-0023,3,68.00,204.00
ORD-0000872,3,PROD-000279,SELLER-0120,2,501.00,1002.00
ORD-0000872,4,PROD-000479,SELLER-0040,1,24.00,24.00
ORD-0000873,1,PROD-000875,SELLER-0085,3,50.00,150.00
ORD-0000873,2,PROD-000669,SELLER-0121,2,753.00,1506.00
ORD-0000873,3,PROD-000457,SELLER-0068,1,27.00,27.00
ORD-0000873,4,PROD-000441,SELLER-0025,2,196.00,392.00
ORD-0000874,1,PROD-000369,SELLER-0162,3,102.00,306.00
ORD-0000874,2,PROD-000129,SELLER-0200,1,14.00,14.00
ORD-0000874,3,PROD-000451,SELLER-0191,3,378.00,1134.00
ORD-0000874,4,PROD-000881,SELLER-0041,3,51.00,153.00
ORD-0000875,1,PROD-000597,SELLER-0160,2,14.00,28.00
ORD-0000875,2,PROD-000741,SELLER-0188,1,32.00,32.00
ORD-0000875,3,PROD-000167,SELLER-0118,1,639.00,639.00
ORD-0000875,4,PROD-000700,SELLER-0142,3,502.00,1506.00
ORD-0000876,1,PROD-000543,SELLER-0109,1,222.00,222.00
ORD-0000876,2,PROD-000532,SELLER-0156,2,75.00,150.00
ORD-0000876,3,PROD-000358,SELLER-0192,1,54.00,54.00
ORD-0000877,1,PROD-000542,SELLER-0159,2,350.00,700.00
ORD-0000878,1,PROD-000718,SELLER-0022,1,451.00,451.00
ORD-0000878,2,PROD-000085,SELLER-0169,1,15.00,15.00
ORD-0000878,3,PROD-000073,SELLER-0031,3,27.00,81.00
ORD-0000879,1,PROD-000013,SELLER-0112,2,35.00,70.00
ORD-0000879,2,PROD-000352,SELLER-0064,1,40.00,40.00
ORD-0000879,3,PROD-000738,SELLER_0132,1,51.00,51.00
ORD-0000880,1,PROD-000597,SELLER-0160,3,14.00,42.00
ORD-0000880,2,PROD-000592,SELLER-0008,2,194.00,388.00
ORD-0000880,3,PROD-000668,SELLER-0169,1,39.00,39.00
ORD-0000881,1,PROD-000714,SELLER_0063,3,58.00,174.00
ORD-0000882,1,PROD-000523,SELLER-0005,1,625.00,625.00
ORD-0000882,2,PROD-000818,SELLER-0082,2,37.00,74.00
ORD-0000882,3,PROD-000601,SELLER-0059,2,65.00,130.00
ORD-0000883,1,PROD-000640,SELLER-0104,1,85.00,85.00
ORD-0000883,2,PROD-000643,SELLER-0118,1,475.00,475.00
ORD-0000883,3,PROD-000404,SELLER-0199,3,363.00,1089.00
ORD-0000883,4,PROD-000645,SELLER-0050,3,28.00,84.00
ORD-0000884,1,PROD-000083,SELLER-0082,3,621.00,1863.00
ORD-0000884,2,PROD-000488,SELLER_0187,3,241.00,723.00
ORD-0000884,3,PROD-000488,SELLER_0187,2,241.00,482.00
ORD-0000885,1,PROD-000020,SELLER-0141,1,350.00,350.00
ORD-0000885,2,PROD-000325,SELLER-0077,2,59.00,118.00
ORD-0000885,3,PROD-000599,SELLER-0022,3,29.00,87.00
ORD-0000885,4,PROD-000181,SELLER-0057,3,451.00,1353.00
ORD-0000886,1,PROD-000050,SELLER-0191,2,87.00,174.00
ORD-0000886,2,PROD-000102,SELLER-0150,3,239.00,717.00
ORD-0000886,3,PROD-000217,SELLER-0189,1,19.00,19.00
ORD-0000886,4,PROD-000850,SELLER-0185,3,37.00,111.00
ORD-0000887,1,PROD-000712,SELLER-0194,1,98.00,98.00
ORD-0000888,1,PROD-000314,SELLER-0018,2,176.00,352.00
ORD-0000888,2,PROD-000897,SELLER-0138,3,101.00,303.00
ORD-0000888,3,PROD-000759,SELLER-0126,3,291.00,873.00
ORD-0000889,1,PROD-000272,SELLER-0110,2,20.00,40.00
ORD-0000889,2,PROD-000058,SELLER-0023,2,40.00,80.00
ORD-0000889,3,PROD-000350,SELLER-0121,2,249.00,498.00
ORD-0000890,1,PROD-000461,SELLER-0054,3,38.00,114.00
ORD-0000890,2,PROD-000446,SELLER-0056,1,31.00,31.00
ORD-0000890,3,PROD-000148,SELLER-0097,1,226.00,226.00
ORD-0000890,4,PROD-000152,SELLER-0033,1,36.00,36.00
ORD-0000891,1,PROD-000591,SELLER-0079,3,576.00,1728.00
ORD-0000891,2,PROD-000544,SELLER-0011,3,463.00,1389.00
ORD-0000891,3,PROD-000640,SELLER-0104,3,85.00,255.00
ORD-0000891,4,PROD-000050,SELLER-0191,1,87.00,87.00
ORD-0000892,1,PROD-000150,SELLER-0115,1,233.00,233.00
ORD-0000892,2,PROD-000595,SELLER-0038,2,81.00,162.00
ORD-0000893,1,PROD-000433,SELLER-0119,3,34.00,102.00
ORD-0000893,2,PROD-000680,SELLER-0172,3,138.00,414.00
ORD-0000894,1,PROD-000626,SELLER-0085,1,56.00,56.00
ORD-0000895,1,PROD-000765,SELLER-0066,3,90.00,270.00
ORD-0000895,2,PROD-000814,SELLER-0051,3,116.00,348.00
ORD-0000896,1,PROD-000054,SELLER-0091,2,19.00,38.00
ORD-0000896,2,PROD-000480,SELLER-0046,3,283.00,849.00
ORD-0000897,1,PROD-000018,SELLER-0180,3,47.00,141.00
ORD-0000897,2,PROD-000770,SELLER-0075,1,794.00,794.00
ORD-0000897,3,PROD-000994,SELLER-0019,3,144.00,432.00
ORD-0000898,1,PROD-000688,SELLER-0142,2,180.00,360.00
ORD-0000898,2,PROD-000628,SELLER-0163,3,222.00,666.00
ORD-0000899,1,PROD-000566,SELLER-0145,2,250.00,500.00
ORD-0000900,1,PROD-000900,SELLER-0149,3,72.00,216.00
ORD-0000900,2,PROD-000375,SELLER-0176,1,115.00,115.00
ORD-0000900,3,PROD-000914,SELLER-0147,3,182.00,546.00
ORD-0000901,1,PROD-000495,SELLER-0022,3,294.00,882.00
ORD-0000901,2,PROD-000247,SELLER-0013,1,13.00,13.00
ORD-0000901,3,PROD-000407,SELLER-0166,3,7.00,21.00
ORD-0000902,1,PROD-000341,SELLER-0085,3,52.00,156.00
ORD-0000903,1,PROD-000700,SELLER-0142,2,502.00,1004.00
ORD-0000903,2,PROD-000397,SELLER-0021,1,99.00,99.00
ORD-0000903,3,PROD-000950,SELLER-0156,3,164.00,492.00
ORD-0000904,1,PROD-000291,SELLER-0200,3,382.00,1146.00
ORD-0000905,1,PROD-000357,SELLER-0018,2,73.00,146.00
ORD-0000905,2,PROD-000499,SELLER-0117,2,354.00,708.00
ORD-0000905,3,PROD-000893,SELLER_0101,3,66.00,198.00
ORD-0000906,1,PROD-000303,SELLER-0055,2,1046.00,2092.00
ORD-0000906,2,PROD-000202,SELLER-9999,2,103.00,206.00
ORD-0000906,3,PROD-000509,SELLER-0047,2,57.00,114.00
ORD-0000907,1,PROD-000553,SELLER-0145,1,49.00,49.00
ORD-0000908,1,PROD-000492,SELLER-0093,3,145.00,435.00
ORD-0000909,1,PROD-000749,SELLER-0127,3,287.00,861.00
ORD-0000909,2,PROD-000150,SELLER-0115,2,233.00,466.00
