event_id,order_id,carrier_id,event_type,event_at
SHIP-00012343,ORD-0003261,CARR-005,order_created,2022-02-07 14:06:15
SHIP-00012344,ORD-0003261,CARR-005,label_printed,2022-02-07 16:06:15
SHIP-00012345,ORD-0003261,CARR-005,handed_to_carrier,2022-02-07 22:06:15
SHIP-00012346,ORD-0003261,CARR-005,in_transit,2022-02-08 14:06:15
SHIP-00012347,ORD-0003261,CARR-005,delivered,2022-02-17 14:06:15
SHIP-00012348,ORD-0003262,CARR-001,order_created,2025-05-05 17:19:20
SHIP-00012349,ORD-0003262,CARR-001,label_printed,2025-05-05 19:19:20
SHIP-00012350,ORD-0003262,CARR-001,handed_to_carrier,2025-05-06 01:19:20
SHIP-00012351,ORD-0003262,CARR-001,in_transit,2025-05-06 17:19:20
SHIP-00012352,ORD-0003262,CARR-001,delivered,2025-05-12 17:19:20
SHIP-00012353,ORD-0003263,CARR-003,order_created,2024-04-19 08:08:39
SHIP-00012354,ORD-0003263,CARR-003,label_printed,2024-04-19 10:08:39
SHIP-00012355,ORD-0003263,CARR-003,handed_to_carrier,2024-04-19 16:08:39
SHIP-00012356,ORD-0003263,CARR-003,in_transit,2024-04-20 08:08:39
SHIP-00012357,ORD-0003263,CARR-003,delivered,2024-04-28 08:08:39
SHIP-00012358,ORD-0003264,CARR-001,order_created,2024-08-04 10:23:23
SHIP-00012359,ORD-0003264,CARR-001,label_printed,2024-08-04 12:23:23
SHIP-00012360,ORD-0003264,CARR-001,handed_to_carrier,2024-08-04 18:23:23
SHIP-00012361,ORD-0003264,CARR-001,in_transit,2024-08-05 10:23:23
SHIP-00012362,ORD-0003264,CARR-001,delivered,2024-08-11 10:23:23
SHIP-00012363,ORD-0003265,CARR-003,order_created,2024-08-30 01:02:24
SHIP-00012364,ORD-0003265,CARR-003,label_printed,2024-08-30 03:02:24
SHIP-00012365,ORD-0003265,CARR-003,handed_to_carrier,2024-08-30 09:02:24
SHIP-00012366,ORD-0003265,CARR-003,in_transit,2024-08-31 01:02:24
SHIP-00012367,ORD-0003265,CARR-003,delivered,2024-09-11 01:02:24
SHIP-00012368,ORD-0003266,CARR-001,order_created,2025-07-15 10:47:56
SHIP-00012369,ORD-0003266,CARR-001,label_printed,2025-07-15 12:47:56
SHIP-00012370,ORD-0003266,CARR-001,handed_to_carrier,2025-07-15 18:47:56
SHIP-00012371,ORD-0003266,CARR-001,in_transit,2025-07-16 10:47:56
SHIP-00012372,ORD-0003267,CARR-004,order_created,2024-07-20 09:27:50
SHIP-00012373,ORD-0003267,CARR-004,label_printed,2024-07-20 11:27:50
SHIP-00012374,ORD-0003267,CARR-004,handed_to_carrier,2024-07-20 17:27:50
SHIP-00012375,ORD-0003267,CARR-004,in_transit,2024-07-21 09:27:50
SHIP-00012376,ORD-0003267,CARR-004,delivered,2024-07-28 09:27:50
SHIP-00012377,ORD-0003268,CARR-006,order_created,2026-01-08 19:45:34
SHIP-00012378,ORD-0003268,CARR-006,label_printed,2026-01-08 21:45:34
SHIP-00012379,ORD-0003268,CARR-006,handed_to_carrier,2026-01-09 03:45:34
SHIP-00012380,ORD-0003268,CARR-006,in_transit,2026-01-09 19:45:34
SHIP-00012381,ORD-0003268,CARR-006,delivered,2026-01-14 19:45:34
SHIP-00012382,ORD-0003270,CARR-006,order_created,2023-06-09 02:38:01
SHIP-00012383,ORD-0003270,CARR-006,label_printed,2023-06-09 04:38:01
SHIP-00012384,ORD-0003270,CARR-006,handed_to_carrier,2023-06-09 10:38:01
SHIP-00012385,ORD-0003270,CARR-006,in_transit,2023-06-10 02:38:01
SHIP-00012386,ORD-0003271,CARR-005,order_created,2026-02-28 06:51:37
SHIP-00012387,ORD-0003271,CARR-005,label_printed,2026-02-28 08:51:37
SHIP-00012388,ORD-0003271,CARR-005,handed_to_carrier,2026-02-28 14:51:37
SHIP-00012389,ORD-0003271,CARR-005,in_transit,2026-03-01 06:51:37
SHIP-00012390,ORD-0003271,CARR-005,delivered,2026-03-12 06:51:37
SHIP-00012391,ORD-0003273,CARR-006,order_created,2023-09-26 21:15:05
SHIP-00012392,ORD-0003273,CARR-006,label_printed,2023-09-26 23:15:05
SHIP-00012393,ORD-0003273,CARR-006,handed_to_carrier,2023-09-27 05:15:05
SHIP-00012394,ORD-0003273,CARR-006,in_transit,2023-09-27 21:15:05
SHIP-00012395,ORD-0003273,CARR-006,delivered,2023-10-01 21:15:05
SHIP-00012396,ORD-0003274,CARR-002,order_created,2022-11-29 03:25:07
SHIP-00012397,ORD-0003274,CARR-002,label_printed,2022-11-29 05:25:07
SHIP-00012398,ORD-0003274,CARR-002,handed_to_carrier,2022-11-29 11:25:07
SHIP-00012399,ORD-0003274,CARR-002,in_transit,2022-11-30 03:25:07
SHIP-00012400,ORD-0003274,CARR-002,delivered,2022-12-05 03:25:07
SHIP-00012401,ORD-0003275,CARR-008,order_created,2025-10-10 14:01:28
SHIP-00012402,ORD-0003275,CARR-008,label_printed,2025-10-10 16:01:28
SHIP-00012403,ORD-0003275,CARR-008,handed_to_carrier,2025-10-10 22:01:28
SHIP-00012404,ORD-0003275,CARR-008,in_transit,2025-10-11 14:01:28
SHIP-00012405,ORD-0003275,CARR-008,delivered,2025-10-19 14:01:28
SHIP-00012406,ORD-0003276,CARR-002,order_created,2022-03-06 02:48:47
SHIP-00012407,ORD-0003276,CARR-002,label_printed,2022-03-06 04:48:47
SHIP-00012408,ORD-0003276,CARR-002,handed_to_carrier,2022-03-06 10:48:47
SHIP-00012409,ORD-0003276,CARR-002,in_transit,2022-03-07 02:48:47
SHIP-00012410,ORD-0003276,CARR-002,delivered,2022-03-12 02:48:47
SHIP-00012411,ORD-0003277,CARR-010,order_created,2022-02-26 04:52:05
SHIP-00012412,ORD-0003277,CARR-010,label_printed,2022-02-26 06:52:05
SHIP-00012413,ORD-0003277,CARR-010,handed_to_carrier,2022-02-26 12:52:05
SHIP-00012414,ORD-0003277,CARR-010,in_transit,2022-02-27 04:52:05
SHIP-00012415,ORD-0003278,CARR-003,order_created,2022-11-27 14:29:36
SHIP-00012416,ORD-0003278,CARR-003,label_printed,2022-11-27 16:29:36
SHIP-00012417,ORD-0003278,CARR-003,handed_to_carrier,2022-11-27 22:29:36
SHIP-00012418,ORD-0003278,CARR-003,in_transit,2022-11-28 14:29:36
SHIP-00012419,ORD-0003278,CARR-003,delivered,2022-12-04 14:29:36
SHIP-00012420,ORD-0003279,CARR-006,order_created,2023-07-15 04:00:39
SHIP-00012421,ORD-0003279,CARR-006,label_printed,2023-07-15 06:00:39
SHIP-00012422,ORD-0003279,CARR-006,handed_to_carrier,2023-07-15 12:00:39
SHIP-00012423,ORD-0003279,CARR-006,in_transit,2023-07-16 04:00:39
SHIP-00012424,ORD-0003279,CARR-006,delivered,2023-07-20 04:00:39
SHIP-00012425,ORD-0003280,CARR-004,order_created,2023-12-28 08:34:50
SHIP-00012426,ORD-0003280,CARR-004,label_printed,2023-12-28 10:34:50
SHIP-00012427,ORD-0003280,CARR-004,handed_to_carrier,2023-12-28 16:34:50
SHIP-00012428,ORD-0003280,CARR-004,in_transit,2023-12-29 08:34:50
SHIP-00012429,ORD-0003282,CARR-003,order_created,2024-11-28 15:59:56
SHIP-00012430,ORD-0003282,CARR-003,label_printed,2024-11-28 17:59:56
SHIP-00012431,ORD-0003282,CARR-003,handed_to_carrier,2024-11-28 23:59:56
SHIP-00012432,ORD-0003282,CARR-003,in_transit,2024-11-29 15:59:56
SHIP-00012433,ORD-0003282,CARR-003,delivered,2024-12-06 15:59:56
SHIP-00012434,ORD-0003283,CARR-006,order_created,2024-12-15 23:41:43
SHIP-00012435,ORD-0003283,CARR-006,label_printed,2024-12-16 01:41:43
SHIP-00012436,ORD-0003283,CARR-006,handed_to_carrier,2024-12-16 07:41:43
SHIP-00012437,ORD-0003283,CARR-006,in_transit,2024-12-16 23:41:43
SHIP-00012438,ORD-0003283,CARR-006,delivered,2024-12-21 23:41:43
SHIP-00012439,ORD-0003285,CARR-005,order_created,2025-12-27 18:26:20
SHIP-00012440,ORD-0003285,CARR-005,label_printed,2025-12-27 20:26:20
SHIP-00012441,ORD-0003285,CARR-005,handed_to_carrier,2025-12-28 02:26:20
SHIP-00012442,ORD-0003285,CARR-005,in_transit,2025-12-28 18:26:20
SHIP-00012443,ORD-0003285,CARR-005,delivered,2026-01-06 18:26:20
SHIP-00012444,ORD-0003288,CARR-004,order_created,2022-11-30 11:34:49
SHIP-00012445,ORD-0003288,CARR-004,label_printed,2022-11-30 13:34:49
SHIP-00012446,ORD-0003288,CARR-004,handed_to_carrier,2022-11-30 19:34:49
SHIP-00012447,ORD-0003288,CARR-004,in_transit,2022-12-01 11:34:49
SHIP-00012448,ORD-0003289,CARR-005,order_created,2025-07-04 11:23:03
SHIP-00012449,ORD-0003289,CARR-005,label_printed,2025-07-04 13:23:03
SHIP-00012450,ORD-0003289,CARR-005,handed_to_carrier,2025-07-04 19:23:03
SHIP-00012451,ORD-0003289,CARR-005,in_transit,2025-07-05 11:23:03
SHIP-00012452,ORD-0003290,CARR-002,order_created,2023-12-23 17:54:13
SHIP-00012453,ORD-0003290,CARR-002,label_printed,2023-12-23 19:54:13
SHIP-00012454,ORD-0003290,CARR-002,handed_to_carrier,2023-12-24 01:54:13
SHIP-00012455,ORD-0003290,CARR-002,in_transit,2023-12-24 17:54:13
SHIP-00012456,ORD-0003290,CARR-002,delivered,2023-12-28 17:54:13
SHIP-00012457,ORD-0003291,CARR-007,order_created,2023-03-08 00:05:03
SHIP-00012458,ORD-0003291,CARR-007,label_printed,2023-03-08 02:05:03
SHIP-00012459,ORD-0003291,CARR-007,handed_to_carrier,2023-03-08 08:05:03
SHIP-00012460,ORD-0003291,CARR-007,in_transit,2023-03-09 00:05:03
SHIP-00012461,ORD-0003291,CARR-007,delivered,2023-03-14 00:05:03
SHIP-00012462,ORD-0003292,CARR-002,order_created,2024-11-30 20:04:17
SHIP-00012463,ORD-0003292,CARR-002,label_printed,2024-11-30 22:04:17
SHIP-00012464,ORD-0003292,CARR-002,handed_to_carrier,2024-12-01 04:04:17
SHIP-00012465,ORD-0003292,CARR-002,in_transit,2024-12-01 20:04:17
SHIP-00012466,ORD-0003292,CARR-002,delivered,2024-12-06 20:04:17
SHIP-00012467,ORD-0003293,CARR-010,order_created,2025-03-12 20:36:02
SHIP-00012468,ORD-0003293,CARR-010,label_printed,2025-03-12 22:36:02
SHIP-00012469,ORD-0003293,CARR-010,handed_to_carrier,2025-03-13 04:36:02
SHIP-00012470,ORD-0003293,CARR-010,in_transit,2025-03-13 20:36:02
SHIP-00012471,ORD-0003294,CARR-009,order_created,2024-09-27 22:31:29
SHIP-00012472,ORD-0003294,CARR-009,label_printed,2024-09-28 00:31:29
SHIP-00012473,ORD-0003294,CARR-009,handed_to_carrier,2024-09-28 06:31:29
SHIP-00012474,ORD-0003294,CARR-009,in_transit,2024-09-28 22:31:29
SHIP-00012475,ORD-0003294,CARR-009,delivered,2024-10-07 22:31:29
SHIP-00012476,ORD-0003295,CARR-008,order_created,2025-02-13 22:19:36
SHIP-00012477,ORD-0003295,CARR-008,label_printed,2025-02-14 00:19:36
SHIP-00012478,ORD-0003295,CARR-008,handed_to_carrier,2025-02-14 06:19:36
SHIP-00012479,ORD-0003295,CARR-008,in_transit,2025-02-14 22:19:36
SHIP-00012480,ORD-0003295,CARR-008,delivered,2025-02-22 22:19:36
SHIP-00012481,ORD-0003296,CARR-010,order_created,2025-05-02 04:22:03
SHIP-00012482,ORD-0003296,CARR-010,label_printed,2025-05-02 06:22:03
SHIP-00012483,ORD-0003296,CARR-010,handed_to_carrier,2025-05-02 12:22:03
SHIP-00012484,ORD-0003296,CARR-010,in_transit,2025-05-03 04:22:03
SHIP-00012485,ORD-0003297,CARR-006,order_created,2025-06-11 19:33:15
SHIP-00012486,ORD-0003297,CARR-006,label_printed,2025-06-11 21:33:15
SHIP-00012487,ORD-0003297,CARR-006,handed_to_carrier,2025-06-12 03:33:15
SHIP-00012488,ORD-0003297,CARR-006,in_transit,2025-06-12 19:33:15
SHIP-00012489,ORD-0003297,CARR-006,delivered,2025-06-24 19:33:15
SHIP-00012490,ORD-0003299,CARR-001,order_created,2024-12-16 07:00:44
SHIP-00012491,ORD-0003299,CARR-001,label_printed,2024-12-16 09:00:44
SHIP-00012492,ORD-0003299,CARR-001,handed_to_carrier,2024-12-16 15:00:44
SHIP-00012493,ORD-0003299,CARR-001,in_transit,2024-12-17 07:00:44
SHIP-00012494,ORD-0003299,CARR-001,delivered,2024-12-23 07:00:44
SHIP-00012495,ORD-0003300,CARR-008,order_created,2025-08-22 00:46:47
SHIP-00012496,ORD-0003300,CARR-008,label_printed,2025-08-22 02:46:47
SHIP-00012497,ORD-0003300,CARR-008,handed_to_carrier,2025-08-22 08:46:47
SHIP-00012498,ORD-0003300,CARR-008,in_transit,2025-08-23 00:46:47
SHIP-00012499,ORD-0003300,CARR-008,delivered,2025-08-30 00:46:47
SHIP-00012500,ORD-0003301,CARR-003,order_created,2022-03-08 22:03:01
SHIP-00012501,ORD-0003301,CARR-003,label_printed,2022-03-09 00:03:01
SHIP-00012502,ORD-0003301,CARR-003,handed_to_carrier,2022-03-09 06:03:01
SHIP-00012503,ORD-0003301,CARR-003,in_transit,2022-03-09 22:03:01
SHIP-00012504,ORD-0003301,CARR-003,delivered,2022-03-18 22:03:01
SHIP-00012505,ORD-0003302,CARR-006,order_created,2023-01-31 12:11:20
SHIP-00012506,ORD-0003302,CARR-006,label_printed,2023-01-31 14:11:20
SHIP-00012507,ORD-0003302,CARR-006,handed_to_carrier,2023-01-31 20:11:20
SHIP-00012508,ORD-0003302,CARR-006,in_transit,2023-02-01 12:11:20
SHIP-00012509,ORD-0003302,CARR-006,delivered,2023-02-11 12:11:20
SHIP-00012510,ORD-0003303,CARR-006,order_created,2024-08-10 03:12:32
SHIP-00012511,ORD-0003303,CARR-006,label_printed,2024-08-10 05:12:32
SHIP-00012512,ORD-0003303,CARR-006,handed_to_carrier,2024-08-10 11:12:32
SHIP-00012513,ORD-0003303,CARR-006,in_transit,2024-08-11 03:12:32
SHIP-00012514,ORD-0003303,CARR-006,delivered,2024-08-17 03:12:32
SHIP-00012515,ORD-0003304,CARR-003,order_created,2026-02-14 01:05:50
SHIP-00012516,ORD-0003304,CARR-003,label_printed,2026-02-14 03:05:50
SHIP-00012517,ORD-0003304,CARR-003,handed_to_carrier,2026-02-14 09:05:50
SHIP-00012518,ORD-0003304,CARR-003,in_transit,2026-02-15 01:05:50
SHIP-00012519,ORD-0003305,CARR-006,order_created,2025-03-30 13:39:58
SHIP-00012520,ORD-0003305,CARR-006,label_printed,2025-03-30 15:39:58
SHIP-00012521,ORD-0003305,CARR-006,handed_to_carrier,2025-03-30 21:39:58
SHIP-00012522,ORD-0003305,CARR-006,in_transit,2025-03-31 13:39:58
SHIP-00012523,ORD-0003306,CARR-005,order_created,2025-04-08 00:13:55
SHIP-00012524,ORD-0003306,CARR-005,label_printed,2025-04-08 02:13:55
SHIP-00012525,ORD-0003306,CARR-005,handed_to_carrier,2025-04-08 08:13:55
SHIP-00012526,ORD-0003306,CARR-005,in_transit,2025-04-09 00:13:55
SHIP-00012527,ORD-0003306,CARR-005,delivered,2025-04-23 00:13:55
SHIP-00012528,ORD-0003307,CARR-004,order_created,2024-03-09 03:55:01
SHIP-00012529,ORD-0003307,CARR-004,label_printed,2024-03-09 05:55:01
SHIP-00012530,ORD-0003307,CARR-004,handed_to_carrier,2024-03-09 11:55:01
SHIP-00012531,ORD-0003307,CARR-004,in_transit,2024-03-10 03:55:01
SHIP-00012532,ORD-0003307,CARR-004,delivered,2024-03-16 03:55:01
SHIP-00012533,ORD-0003308,CARR-006,order_created,2025-02-13 00:25:06
SHIP-00012534,ORD-0003308,CARR-006,label_printed,2025-02-13 02:25:06
SHIP-00012535,ORD-0003308,CARR-006,handed_to_carrier,2025-02-13 08:25:06
SHIP-00012536,ORD-0003308,CARR-006,in_transit,2025-02-14 00:25:06
SHIP-00012537,ORD-0003308,CARR-006,delivered,2025-02-18 00:25:06
SHIP-00012538,ORD-0003309,CARR-004,order_created,2024-03-04 03:32:23
SHIP-00012539,ORD-0003309,CARR-004,label_printed,2024-03-04 05:32:23
SHIP-00012540,ORD-0003309,CARR-004,handed_to_carrier,2024-03-04 11:32:23
SHIP-00012541,ORD-0003309,CARR-004,in_transit,2024-03-05 03:32:23
SHIP-00012542,ORD-0003310,CARR-007,order_created,2025-12-15 22:39:46
SHIP-00012543,ORD-0003310,CARR-007,label_printed,2025-12-16 00:39:46
SHIP-00012544,ORD-0003310,CARR-007,handed_to_carrier,2025-12-16 06:39:46
SHIP-00012545,ORD-0003310,CARR-007,in_transit,2025-12-16 22:39:46
SHIP-00012546,ORD-0003310,CARR-007,delivered,2025-12-20 22:39:46
SHIP-00012547,ORD-0003311,CARR-005,order_created,2023-08-03 10:21:48
SHIP-00012548,ORD-0003311,CARR-005,label_printed,2023-08-03 12:21:48
SHIP-00012549,ORD-0003311,CARR-005,handed_to_carrier,2023-08-03 18:21:48
SHIP-00012550,ORD-0003311,CARR-005,in_transit,2023-08-04 10:21:48
SHIP-00012551,ORD-0003312,CARR-002,order_created,2024-12-03 13:36:49
SHIP-00012552,ORD-0003312,CARR-002,label_printed,2024-12-03 15:36:49
SHIP-00012553,ORD-0003312,CARR-002,handed_to_carrier,2024-12-03 21:36:49
SHIP-00012554,ORD-0003312,CARR-002,in_transit,2024-12-04 13:36:49
SHIP-00012555,ORD-0003312,CARR-002,delivered,2024-12-09 13:36:49
SHIP-00012556,ORD-0003313,CARR-005,order_created,2024-07-22 19:54:13
SHIP-00012557,ORD-0003313,CARR-005,label_printed,2024-07-22 21:54:13
SHIP-00012558,ORD-0003313,CARR-005,handed_to_carrier,2024-07-23 03:54:13
SHIP-00012559,ORD-0003313,CARR-005,in_transit,2024-07-23 19:54:13
SHIP-00012560,ORD-0003313,CARR-005,delivered,2024-08-02 19:54:13
SHIP-00012561,ORD-0003314,CARR-006,order_created,2026-02-06 01:07:19
SHIP-00012562,ORD-0003314,CARR-006,label_printed,2026-02-06 03:07:19
SHIP-00012563,ORD-0003314,CARR-006,handed_to_carrier,2026-02-06 09:07:19
SHIP-00012564,ORD-0003314,CARR-006,in_transit,2026-02-07 01:07:19
SHIP-00012565,ORD-0003314,CARR-006,delivered,2026-02-13 01:07:19
SHIP-00012566,ORD-0003315,CARR-009,order_created,2024-03-31 01:07:09
SHIP-00012567,ORD-0003315,CARR-009,label_printed,2024-03-31 03:07:09
SHIP-00012568,ORD-0003315,CARR-009,handed_to_carrier,2024-03-31 09:07:09
SHIP-00012569,ORD-0003315,CARR-009,in_transit,2024-04-01 01:07:09
SHIP-00012570,ORD-0003316,CARR-009,order_created,2024-03-07 03:27:41
SHIP-00012571,ORD-0003316,CARR-009,label_printed,2024-03-07 05:27:41
SHIP-00012572,ORD-0003316,CARR-009,handed_to_carrier,2024-03-07 11:27:41
SHIP-00012573,ORD-0003316,CARR-009,in_transit,2024-03-08 03:27:41
SHIP-00012574,ORD-0003316,CARR-009,delivered,2024-03-16 03:27:41
SHIP-00012575,ORD-0003317,CARR-003,order_created,2023-06-26 15:28:11
SHIP-00012576,ORD-0003317,CARR-003,label_printed,2023-06-26 17:28:11
SHIP-00012577,ORD-0003317,CARR-003,handed_to_carrier,2023-06-26 23:28:11
SHIP-00012578,ORD-0003317,CARR-003,in_transit,2023-06-27 15:28:11
SHIP-00012579,ORD-0003317,CARR-003,delivered,2023-07-04 15:28:11
SHIP-00012580,ORD-0003318,CARR-003,order_created,2023-12-03 14:13:20
SHIP-00012581,ORD-0003318,CARR-003,label_printed,2023-12-03 16:13:20
SHIP-00012582,ORD-0003318,CARR-003,handed_to_carrier,2023-12-03 22:13:20
SHIP-00012583,ORD-0003318,CARR-003,in_transit,2023-12-04 14:13:20
SHIP-00012584,ORD-0003318,CARR-003,delivered,2023-12-12 14:13:20
SHIP-00012585,ORD-0003319,CARR-001,order_created,2025-11-28 13:06:37
SHIP-00012586,ORD-0003319,CARR-001,label_printed,2025-11-28 15:06:37
SHIP-00012587,ORD-0003319,CARR-001,handed_to_carrier,2025-11-28 21:06:37
SHIP-00012588,ORD-0003319,CARR-001,in_transit,2025-11-29 13:06:37
SHIP-00012589,ORD-0003319,CARR-001,delivered,2025-12-05 13:06:37
SHIP-00012590,ORD-0003320,CARR-003,order_created,2024-12-27 22:14:58
SHIP-00012591,ORD-0003320,CARR-003,label_printed,2024-12-28 00:14:58
SHIP-00012592,ORD-0003320,CARR-003,handed_to_carrier,2024-12-28 06:14:58
SHIP-00012593,ORD-0003320,CARR-003,in_transit,2024-12-28 22:14:58
SHIP-00012594,ORD-0003320,CARR-003,delivered,2025-01-04 22:14:58
SHIP-00012595,ORD-0003321,CARR-005,order_created,2025-01-19 16:19:40
SHIP-00012596,ORD-0003321,CARR-005,label_printed,2025-01-19 18:19:40
SHIP-00012597,ORD-0003321,CARR-005,handed_to_carrier,2025-01-20 00:19:40
SHIP-00012598,ORD-0003321,CARR-005,in_transit,2025-01-20 16:19:40
SHIP-00012599,ORD-0003321,CARR-005,delivered,2025-01-31 16:19:40
SHIP-00012600,ORD-0003322,CARR-010,order_created,2025-06-13 01:26:43
SHIP-00012601,ORD-0003322,CARR-010,label_printed,2025-06-13 03:26:43
SHIP-00012602,ORD-0003322,CARR-010,handed_to_carrier,2025-06-13 09:26:43
SHIP-00012603,ORD-0003322,CARR-010,in_transit,2025-06-14 01:26:43
SHIP-00012604,ORD-0003322,CARR-010,delivered,2025-06-20 01:26:43
SHIP-00012605,ORD-0003324,CARR-006,order_created,2025-11-29 12:13:17
SHIP-00012606,ORD-0003324,CARR-006,label_printed,2025-11-29 14:13:17
SHIP-00012607,ORD-0003324,CARR-006,handed_to_carrier,2025-11-29 20:13:17
SHIP-00012608,ORD-0003324,CARR-006,in_transit,2025-11-30 12:13:17
SHIP-00012609,ORD-0003324,CARR-006,delivered,2025-12-06 12:13:17
SHIP-00012610,ORD-0003325,CARR-002,order_created,2023-10-09 06:01:15
SHIP-00012611,ORD-0003325,CARR-002,label_printed,2023-10-09 08:01:15
SHIP-00012612,ORD-0003325,CARR-002,handed_to_carrier,2023-10-09 14:01:15
SHIP-00012613,ORD-0003325,CARR-002,in_transit,2023-10-10 06:01:15
SHIP-00012614,ORD-0003325,CARR-002,delivered,2023-10-14 06:01:15
SHIP-00012615,ORD-0003326,CARR-003,order_created,2023-11-24 18:02:45
SHIP-00012616,ORD-0003326,CARR-003,label_printed,2023-11-24 20:02:45
SHIP-00012617,ORD-0003326,CARR-003,handed_to_carrier,2023-11-25 02:02:45
SHIP-00012618,ORD-0003326,CARR-003,in_transit,2023-11-25 18:02:45
SHIP-00012619,ORD-0003326,CARR-003,delivered,2023-12-01 18:02:45
SHIP-00012620,ORD-0003327,CARR-001,order_created,2024-10-18 14:42:27
SHIP-00012621,ORD-0003327,CARR-001,label_printed,2024-10-18 16:42:27
SHIP-00012622,ORD-0003327,CARR-001,handed_to_carrier,2024-10-18 22:42:27
SHIP-00012623,ORD-0003327,CARR-001,in_transit,2024-10-19 14:42:27
SHIP-00012624,ORD-0003328,CARR-005,order_created,2023-12-13 01:35:32
SHIP-00012625,ORD-0003328,CARR-005,label_printed,2023-12-13 03:35:32
SHIP-00012626,ORD-0003328,CARR-005,handed_to_carrier,2023-12-13 09:35:32
SHIP-00012627,ORD-0003328,CARR-005,in_transit,2023-12-14 01:35:32
SHIP-00012628,ORD-0003328,CARR-005,delivered,2023-12-24 01:35:32
SHIP-00012629,ORD-0003329,CARR-006,order_created,2026-02-13 00:04:58
SHIP-00012630,ORD-0003329,CARR-006,label_printed,2026-02-13 02:04:58
SHIP-00012631,ORD-0003329,CARR-006,handed_to_carrier,2026-02-13 08:04:58
SHIP-00012632,ORD-0003329,CARR-006,in_transit,2026-02-14 00:04:58
SHIP-00012633,ORD-0003329,CARR-006,delivered,2026-02-26 00:04:58
SHIP-00012634,ORD-0003330,CARR-010,order_created,2025-11-17 19:28:57
SHIP-00012635,ORD-0003330,CARR-010,label_printed,2025-11-17 21:28:57
SHIP-00012636,ORD-0003330,CARR-010,handed_to_carrier,2025-11-18 03:28:57
SHIP-00012637,ORD-0003330,CARR-010,in_transit,2025-11-18 19:28:57
SHIP-00012638,ORD-0003330,CARR-010,delivered,2025-11-22 19:28:57
SHIP-00012639,ORD-0003331,CARR-008,order_created,2024-12-24 01:09:03
SHIP-00012640,ORD-0003331,CARR-008,label_printed,2024-12-24 03:09:03
SHIP-00012641,ORD-0003331,CARR-008,handed_to_carrier,2024-12-24 09:09:03
SHIP-00012642,ORD-0003331,CARR-008,in_transit,2024-12-25 01:09:03
SHIP-00012643,ORD-0003333,CARR-001,order_created,2024-08-03 22:29:39
SHIP-00012644,ORD-0003333,CARR-001,label_printed,2024-08-04 00:29:39
SHIP-00012645,ORD-0003333,CARR-001,handed_to_carrier,2024-08-04 06:29:39
SHIP-00012646,ORD-0003333,CARR-001,in_transit,2024-08-04 22:29:39
SHIP-00012647,ORD-0003333,CARR-001,delivered,2024-08-10 22:29:39
SHIP-00012648,ORD-0003334,CARR-006,order_created,2026-04-28 15:47:29
SHIP-00012649,ORD-0003334,CARR-006,label_printed,2026-04-28 17:47:29
SHIP-00012650,ORD-0003334,CARR-006,handed_to_carrier,2026-04-28 23:47:29
SHIP-00012651,ORD-0003334,CARR-006,in_transit,2026-04-29 15:47:29
SHIP-00012652,ORD-0003334,CARR-006,delivered,2026-05-05 15:47:29
SHIP-00012653,ORD-0003335,CARR-007,order_created,2025-12-25 15:40:13
SHIP-00012654,ORD-0003335,CARR-007,label_printed,2025-12-25 17:40:13
SHIP-00012655,ORD-0003335,CARR-007,handed_to_carrier,2025-12-25 23:40:13
SHIP-00012656,ORD-0003335,CARR-007,in_transit,2025-12-26 15:40:13
SHIP-00012657,ORD-0003335,CARR-007,delivered,2025-12-30 15:40:13
SHIP-00012658,ORD-0003337,CARR-008,order_created,2023-12-13 22:16:39
SHIP-00012659,ORD-0003337,CARR-008,label_printed,2023-12-14 00:16:39
SHIP-00012660,ORD-0003337,CARR-008,handed_to_carrier,2023-12-14 06:16:39
SHIP-00012661,ORD-0003337,CARR-008,in_transit,2023-12-14 22:16:39
SHIP-00012662,ORD-0003337,CARR-008,delivered,2023-12-23 22:16:39
SHIP-00012663,ORD-0003339,CARR-001,order_created,2025-12-21 20:18:41
SHIP-00012664,ORD-0003339,CARR-001,label_printed,2025-12-21 22:18:41
SHIP-00012665,ORD-0003339,CARR-001,handed_to_carrier,2025-12-22 04:18:41
SHIP-00012666,ORD-0003339,CARR-001,in_transit,2025-12-22 20:18:41
SHIP-00012667,ORD-0003339,CARR-001,delivered,2026-01-02 20:18:41
SHIP-00012668,ORD-0003340,CARR-002,order_created,2025-04-22 16:02:23
SHIP-00012669,ORD-0003340,CARR-002,label_printed,2025-04-22 18:02:23
SHIP-00012670,ORD-0003340,CARR-002,handed_to_carrier,2025-04-23 00:02:23
SHIP-00012671,ORD-0003340,CARR-002,in_transit,2025-04-23 16:02:23
SHIP-00012672,ORD-0003340,CARR-002,delivered,2025-04-28 16:02:23
SHIP-00012673,ORD-0003341,CARR-006,order_created,2026-03-18 02:25:47
SHIP-00012674,ORD-0003341,CARR-006,label_printed,2026-03-18 04:25:47
SHIP-00012675,ORD-0003341,CARR-006,handed_to_carrier,2026-03-18 10:25:47
SHIP-00012676,ORD-0003341,CARR-006,in_transit,2026-03-19 02:25:47
SHIP-00012677,ORD-0003341,CARR-006,delivered,2026-03-26 02:25:47
SHIP-00012678,ORD-0003342,CARR-001,order_created,2022-07-13 22:33:56
SHIP-00012679,ORD-0003342,CARR-001,label_printed,2022-07-14 00:33:56
