return_id,order_id,return_date,reason,refund_amount,category_primary,ship_region,processed
RET-0000621,ORD-0003540,2025-12-23,not_as_described,1870.40,Toys & Games,LATAM,true
RET-0000622,ORD-0003542,2025-11-01,changed_mind,51.55,Beauty & Personal Care,LATAM,true
RET-0000623,ORD-0003544,2025-06-06,arrived_late,1400.25,Beauty & Personal Care,North America,false
RET-0000624,ORD-0003547,2024-04-30,quality_issue,133.09,Toys & Games,LATAM,true
RET-0000625,ORD-0003560,2025-09-16,damaged,290.56,Home & Kitchen,Europe,true
RET-0000626,ORD-0003561,2025-05-22,damaged,511.19,Automotive Parts,North America,true
RET-0000627,ORD-0003565,2022-12-22,wrong_item,915.63,Automotive Parts,Europe,true
RET-0000628,ORD-0003572,2025-12-14,damaged,551.95,Home & Kitchen,LATAM,true
RET-0000629,ORD-0003580,2025-11-30,damaged,1272.16,Beauty & Personal Care,Europe,true
RET-0000630,ORD-0003586,2023-08-15,changed_mind,868.11,Toys & Games,LATAM,true
RET-0000631,ORD-0003588,2024-12-26,changed_mind,724.39,Automotive Parts,APAC,true
RET-0000632,ORD-0003590,2025-11-16,arrived_late,3493.76,Electronics,North America,true
RET-0000633,ORD-0003592,2025-09-03,size_mismatch,2449.55,Fashion,LATAM,true
RET-0000634,ORD-0003603,2025-10-10,wrong_item,108.09,Home & Kitchen,LATAM,true
RET-0000635,ORD-0003606,2023-07-27,not_as_described,168.77,Home & Kitchen,LATAM,true
RET-0000636,ORD-0003611,2024-08-05,defective,523.41,Electronics,North America,true
RET-0000637,ORD-0003614,2025-08-18,changed_mind,1591.82,Automotive Parts,North America,true
RET-0000638,ORD-0003624,2023-01-12,size_mismatch,432.59,Fashion,North America,false
RET-0000639,ORD-0003633,2023-11-03,color_different,432.31,Fashion,North America,true
RET-0000640,ORD-0003638,2025-12-03,changed_mind,802.70,Health & Wellness,APAC,true
RET-0000641,ORD-0003643,2024-01-19,wrong_item,1829.81,Books,APAC,true
RET-0000642,ORD-0003649,2025-10-29,damaged,557.32,Beauty & Personal Care,Europe,true
RET-0000643,ORD-0003651,2025-04-07,damaged,3668.72,Automotive Parts,North America,true
RET-0000644,ORD-0003660,2024-08-03,arrived_late,3441.54,Toys & Games,LATAM,true
RET-0000645,ORD-0003671,2025-02-25,color_different,2414.67,Fashion,North America,true
RET-0000646,ORD-0003672,2025-10-04,changed_mind,110.40,Sports & Outdoors,Europe,true
RET-0000647,ORD-0003684,2024-01-15,changed_mind,1894.11,Books,APAC,false
RET-0000648,ORD-0003690,2024-02-15,changed_mind,199.67,Sports & Outdoors,Europe,true
RET-0000649,ORD-0003699,2025-09-21,wrong_item,89.73,Beauty & Personal Care,LATAM,true
RET-0000650,ORD-0003704,2024-07-25,arrived_late,1152.15,Electronics,Europe,true
RET-0000651,ORD-0003712,2022-04-29,changed_mind,590.81,Fashion,North America,true
RET-0000652,ORD-0003716,2022-05-13,damaged,1124.82,Sports & Outdoors,North America,true
RET-0000653,ORD-0003717,2025-08-03,quality_issue,487.11,Health & Wellness,Europe,true
RET-0000654,ORD-0003720,2025-04-30,not_as_described,2772.52,Electronics,Europe,true
RET-0000655,ORD-0003724,2022-02-27,quality_issue,389.42,Home & Kitchen,North America,true
RET-0000656,ORD-0003735,2026-02-05,arrived_late,935.21,Toys & Games,North America,true
RET-0000657,ORD-0003740,2025-12-09,damaged,239.53,Toys & Games,Europe,true
RET-0000658,ORD-0003741,2023-10-19,not_as_described,293.23,Home & Kitchen,North America,true
RET-0000659,ORD-0003744,2023-11-14,wrong_item,134.90,Books,North America,true
RET-0000660,ORD-0003749,2022-11-09,arrived_late,1614.46,Sports & Outdoors,LATAM,true
RET-0000661,ORD-0003750,2024-03-31,damaged,2060.03,Automotive Parts,LATAM,true
RET-0000662,ORD-0003753,2023-07-22,changed_mind,987.33,Home & Kitchen,APAC,true
RET-0000663,ORD-0003755,2023-10-05,changed_mind,84.94,Toys & Games,Europe,true
RET-0000664,ORD-0003779,2025-02-13,quality_issue,325.26,Sports & Outdoors,Europe,true
RET-0000665,ORD-0003780,2026-01-08,changed_mind,752.92,Toys & Games,APAC,false
RET-0000666,ORD-0003803,2026-04-01,wrong_item,1017.61,Health & Wellness,North America,false
RET-0000667,ORD-0003806,2023-04-10,not_as_described,96.46,Toys & Games,North America,true
RET-0000668,ORD-0003815,2023-12-15,changed_mind,2942.73,Fashion,North America,false
RET-0000669,ORD-0003821,2022-12-22,damaged,723.34,Beauty & Personal Care,LATAM,true
RET-0000670,ORD-0003830,2024-12-16,quality_issue,3679.06,Beauty & Personal Care,North America,true
RET-0000671,ORD-0003833,2025-07-15,arrived_late,166.50,Health & Wellness,Europe,false
RET-0000672,ORD-0003837,2023-09-03,arrived_late,2490.77,Home & Kitchen,North America,true
RET-0000673,ORD-0003858,2023-12-22,damaged,628.95,Sports & Outdoors,LATAM,true
RET-0000674,ORD-0003865,2024-12-18,wrong_item,1075.03,Home & Kitchen,LATAM,true
RET-0000675,ORD-0003866,2025-08-04,wrong_item,2129.79,Sports & Outdoors,APAC,true
RET-0000676,ORD-0003868,2023-12-31,damaged,69.04,Books,Europe,true
RET-0000677,ORD-0003874,2022-12-27,wrong_item,1532.26,Health & Wellness,LATAM,true
RET-0000678,ORD-0003875,2024-09-19,color_different,3764.06,Fashion,LATAM,false
RET-0000679,ORD-0003880,2023-01-08,changed_mind,2452.15,Automotive Parts,Europe,true
RET-0000680,ORD-0003883,2024-12-20,wrong_item,326.20,Toys & Games,Europe,false
RET-0000681,ORD-0003884,2022-07-27,damaged,1969.18,Beauty & Personal Care,North America,false
RET-0000682,ORD-0003886,2022-01-26,wrong_item,126.28,Toys & Games,LATAM,true
RET-0000683,ORD-0003889,2022-07-15,quality_issue,643.12,Automotive Parts,North America,true
RET-0000684,ORD-0003898,2025-08-30,changed_mind,1452.94,Books,North America,true
RET-0000685,ORD-0003899,2025-01-25,damaged,119.21,Health & Wellness,LATAM,true
RET-0000686,ORD-0003901,2025-08-18,quality_issue,1831.86,Automotive Parts,North America,true
RET-0000687,ORD-0003904,2025-12-14,wrong_item,1093.48,Sports & Outdoors,North America,true
RET-0000688,ORD-0003928,2023-08-14,wrong_item,401.61,Home & Kitchen,LATAM,true
RET-0000689,ORD-0003934,2025-12-05,quality_issue,429.52,Automotive Parts,North America,false
RET-0000690,ORD-0003936,2025-01-22,size_mismatch,130.04,Fashion,LATAM,true
RET-0000691,ORD-0003939,2026-01-03,quality_issue,290.12,Health & Wellness,LATAM,true
RET-0000692,ORD-0003942,2025-10-17,arrived_late,344.55,Health & Wellness,North America,true
RET-0000693,ORD-0003947,2023-04-29,size_mismatch,195.82,Fashion,North America,true
RET-0000694,ORD-0003948,2025-10-15,color_different,719.04,Fashion,Europe,true
RET-0000695,ORD-0003955,2023-08-18,damaged,1304.01,Automotive Parts,Europe,true
RET-0000696,ORD-0003956,2023-12-15,changed_mind,815.31,Toys & Games,APAC,true
RET-0000697,ORD-0003961,2024-05-29,arrived_late,332.79,Toys & Games,North America,false
RET-0000698,ORD-0003962,2022-08-09,changed_mind,1163.70,Automotive Parts,North America,true
RET-0000699,ORD-0003964,2023-12-20,arrived_late,1109.89,Fashion,LATAM,true
RET-0000700,ORD-0003966,2024-06-08,arrived_late,1167.87,Electronics,North America,false
RET-0000701,ORD-0003967,2023-07-25,quality_issue,202.28,Beauty & Personal Care,North America,true
RET-0000702,ORD-0003972,2024-11-13,quality_issue,886.72,Electronics,North America,true
RET-0000703,ORD-0003974,2024-09-04,quality_issue,1172.09,Fashion,North America,true
RET-0000704,ORD-0003978,2024-06-28,changed_mind,107.37,Toys & Games,North America,true
RET-0000705,ORD-0003983,2026-01-26,quality_issue,1050.03,Home & Kitchen,LATAM,true
RET-0000706,ORD-0003987,2025-07-06,changed_mind,409.58,Automotive Parts,Europe,true
RET-0000707,ORD-0003989,2026-01-07,size_mismatch,386.90,Fashion,North America,true
RET-0000708,ORD-0003994,2025-11-23,arrived_late,355.74,Health & Wellness,Europe,true
RET-0000709,ORD-0003996,2025-12-23,changed_mind,651.85,Toys & Games,LATAM,false
RET-0000710,ORD-0004005,2024-07-29,wrong_item,298.20,Toys & Games,North America,false
RET-0000711,ORD-0004011,2025-02-03,quality_issue,3851.31,Home & Kitchen,North America,true
RET-0000712,ORD-0004023,2025-12-03,quality_issue,1951.94,Toys & Games,LATAM,true
RET-0000713,ORD-0004030,2022-12-05,not_as_described,4091.77,Automotive Parts,North America,true
RET-0000714,ORD-0004035,2026-04-08,quality_issue,253.37,Electronics,North America,true
RET-0000715,ORD-0004037,2025-07-30,arrived_late,38.38,Books,LATAM,false
RET-0000716,ORD-0004040,2024-03-30,quality_issue,123.52,Fashion,Europe,false
RET-0000717,ORD-0004048,2025-02-08,quality_issue,1571.81,Sports & Outdoors,APAC,false
RET-0000718,ORD-0004050,2024-12-17,quality_issue,3596.86,Beauty & Personal Care,Europe,true
RET-0000719,ORD-0004054,2025-04-04,size_mismatch,657.47,Fashion,North America,true
RET-0000720,ORD-0004056,2024-12-31,defective,2112.02,Electronics,LATAM,true
RET-0000721,ORD-0004057,2024-12-24,changed_mind,927.95,Beauty & Personal Care,Europe,true
RET-0000722,ORD-0004069,2025-01-14,not_as_described,834.69,Home & Kitchen,Europe,true
RET-0000723,ORD-0004080,2025-12-11,wrong_item,2165.37,Sports & Outdoors,LATAM,true
RET-0000724,ORD-0004085,2026-01-04,quality_issue,396.85,Fashion,North America,true
RET-0000725,ORD-0004091,2024-11-13,size_mismatch,1257.32,Fashion,Europe,true
RET-0000726,ORD-0004093,2024-08-05,quality_issue,192.24,Home & Kitchen,LATAM,false
RET-0000727,ORD-0004105,2024-06-05,changed_mind,1187.67,Home & Kitchen,LATAM,true
RET-0000728,ORD-0004106,2023-12-17,quality_issue,2670.72,Automotive Parts,Europe,true
RET-0000729,ORD-0004108,2024-01-14,size_mismatch,1298.77,Fashion,LATAM,true
RET-0000730,ORD-0004109,2025-01-01,wrong_item,405.94,Home & Kitchen,Europe,false
RET-0000731,ORD-0004115,2024-12-17,quality_issue,403.67,Electronics,North America,false
RET-0000732,ORD-0004116,2024-12-24,quality_issue,300.03,Home & Kitchen,LATAM,true
RET-0000733,ORD-0004126,2024-12-27,quality_issue,2367.24,Automotive Parts,North America,true
RET-0000734,ORD-0004129,2024-12-13,wrong_item,1132.37,Sports & Outdoors,North America,false
RET-0000735,ORD-0004139,2025-01-09,damaged,2564.56,Home & Kitchen,Europe,true
RET-0000736,ORD-0004149,2025-07-12,size_mismatch,1817.75,Fashion,LATAM,true
RET-0000737,ORD-0004151,2026-02-27,not_as_described,1533.52,Home & Kitchen,APAC,true
RET-0000738,ORD-0004156,2025-10-20,changed_mind,615.42,Automotive Parts,North America,true
RET-0000739,ORD-0004158,2023-06-21,damaged,570.73,Automotive Parts,Europe,true
RET-0000740,ORD-0004165,2024-12-12,changed_mind,1162.87,Toys & Games,North America,true
RET-0000741,ORD-0004169,2025-01-02,arrived_late,58.69,Beauty & Personal Care,North America,true
RET-0000742,ORD-0004170,2022-12-18,changed_mind,183.91,Books,LATAM,false
RET-0000743,ORD-0004174,2024-07-06,arrived_late,26.15,Books,APAC,true
RET-0000744,ORD-0004187,2024-06-07,size_mismatch,1032.84,Fashion,North America,true
RET-0000745,ORD-0004196,2024-12-04,wrong_item,758.66,Home & Kitchen,Europe,false
RET-0000746,ORD-0004208,2024-11-21,quality_issue,685.82,Beauty & Personal Care,North America,true
RET-0000747,ORD-0004212,2023-10-22,changed_mind,922.74,Automotive Parts,North America,true
RET-0000748,ORD-0004215,2025-09-21,damaged,275.28,Beauty & Personal Care,Europe,true
RET-0000749,ORD-0004220,2024-12-29,damaged,1545.67,Sports & Outdoors,North America,true
RET-0000750,ORD-0004226,2025-12-09,defective,2136.76,Electronics,LATAM,true
RET-0000751,ORD-0004239,2023-11-11,quality_issue,1662.63,Toys & Games,North America,false
RET-0000752,ORD-0004243,2025-05-09,color_different,2112.07,Fashion,Europe,true
RET-0000753,ORD-0004251,2025-04-29,arrived_late,1814.12,Beauty & Personal Care,Europe,true
RET-0000754,ORD-0004275,2026-04-16,quality_issue,727.25,Beauty & Personal Care,LATAM,true
RET-0000755,ORD-0004277,2025-09-24,changed_mind,77.56,Fashion,North America,true
RET-0000756,ORD-0004278,2024-08-18,arrived_late,920.48,Electronics,North America,true
RET-0000757,ORD-0004279,2024-03-29,damaged,2477.11,Toys & Games,North America,true
RET-0000758,ORD-0004281,2023-09-22,not_as_described,464.70,Health & Wellness,Europe,true
RET-0000759,ORD-0004282,2025-10-28,quality_issue,1315.34,Sports & Outdoors,North America,true
RET-0000760,ORD-0004288,2023-06-23,arrived_late,3801.13,Electronics,Europe,true
RET-0000761,ORD-0004299,2025-12-15,defective,1028.86,Electronics,North America,false
RET-0000762,ORD-0004301,2023-12-08,changed_mind,437.62,Sports & Outdoors,North America,true
RET-0000763,ORD-0004309,2023-01-04,color_different,62.58,Fashion,North America,false
RET-0000764,ORD-0004321,2025-08-19,size_mismatch,194.31,Fashion,Europe,true
RET-0000765,ORD-0004324,2025-12-21,wrong_item,3704.87,Sports & Outdoors,LATAM,true
RET-0000766,ORD-0004326,2024-08-25,quality_issue,750.49,Fashion,North America,true
RET-0000767,ORD-0004329,2022-12-17,arrived_late,71.48,Fashion,APAC,true
RET-0000768,ORD-0004342,2024-12-18,not_as_described,301.72,Beauty & Personal Care,APAC,true
RET-0000769,ORD-0004343,2025-06-15,arrived_late,1477.20,Electronics,Europe,true
RET-0000770,ORD-0004353,2025-12-15,changed_mind,1360.80,Toys & Games,Europe,true
RET-0000771,ORD-0004361,2024-04-01,size_mismatch,910.18,Fashion,North America,true
RET-0000772,ORD-0004370,2025-09-15,not_as_described,2513.77,Electronics,Europe,true
RET-0000773,ORD-0004373,2025-10-11,wrong_item,651.23,Automotive Parts,North America,true
RET-0000774,ORD-0004378,2024-12-13,quality_issue,195.34,Automotive Parts,LATAM,true
RET-0000775,ORD-0004390,2025-01-01,quality_issue,1146.56,Fashion,Europe,true
RET-0000776,ORD-0004413,2025-12-30,defective,1975.80,Electronics,Europe,true
RET-0000777,ORD-0004417,2024-12-15,color_different,512.20,Fashion,North America,true
RET-0000778,ORD-0004419,2025-07-09,not_as_described,151.40,Beauty & Personal Care,North America,true
RET-0000779,ORD-0004425,2025-12-03,not_as_described,1851.19,Automotive Parts,APAC,true
RET-0000780,ORD-0004428,2025-12-22,size_mismatch,1402.95,Fashion,North America,true
RET-0000781,ORD-0004430,2025-07-21,changed_mind,207.74,Sports & Outdoors,LATAM,false
RET-0000782,ORD-0004435,2022-06-26,changed_mind,1010.11,Beauty & Personal Care,Europe,false
RET-0000783,ORD-0004436,2024-07-22,changed_mind,4687.48,Sports & Outdoors,Europe,true
RET-0000784,ORD-0004437,2024-12-27,wrong_item,374.77,Automotive Parts,Europe,false
RET-0000785,ORD-0004451,2023-08-06,arrived_late,646.94,Books,LATAM,true
RET-0000786,ORD-0004480,2023-04-17,changed_mind,767.10,Books,North America,false
RET-0000787,ORD-0004489,2025-03-13,arrived_late,1156.34,Sports & Outdoors,Europe,true
RET-0000788,ORD-0004508,2025-12-21,quality_issue,1233.78,Sports & Outdoors,North America,true
RET-0000789,ORD-0004511,2024-11-24,arrived_late,2894.21,Electronics,Europe,true
RET-0000790,ORD-0004543,2024-11-08,not_as_described,975.48,Toys & Games,North America,true
RET-0000791,ORD-0004548,2022-03-22,wrong_item,758.23,Sports & Outdoors,APAC,true
RET-0000792,ORD-0004563,2025-03-10,quality_issue,277.31,Fashion,Europe,true
RET-0000793,ORD-0004570,2025-03-04,color_different,1250.80,Fashion,North America,true
RET-0000794,ORD-0004575,2024-02-05,damaged,1711.37,Sports & Outdoors,North America,true
RET-0000795,ORD-0004589,2024-12-13,arrived_late,609.54,Fashion,LATAM,true
RET-0000796,ORD-0004592,2023-01-05,quality_issue,393.00,Beauty & Personal Care,North America,true
RET-0000797,ORD-0004594,2024-05-08,arrived_late,1119.55,Sports & Outdoors,LATAM,true
RET-0000798,ORD-0004604,2022-07-27,size_mismatch,175.88,Fashion,Europe,true
RET-0000799,ORD-0004607,2022-08-10,arrived_late,610.84,Books,LATAM,true
RET-0000800,ORD-0004625,2024-12-29,size_mismatch,247.03,Fashion,APAC,true
RET-0000801,ORD-0004636,2023-12-24,changed_mind,348.31,Fashion,Europe,false
RET-0000802,ORD-0004637,2023-12-26,quality_issue,2028.57,Health & Wellness,LATAM,true
RET-0000803,ORD-0004661,2024-12-31,changed_mind,85.69,Home & Kitchen,LATAM,true
RET-0000804,ORD-0004665,2023-10-17,changed_mind,1874.44,Automotive Parts,APAC,true
RET-0000805,ORD-0004673,2025-12-24,defective,4270.39,Electronics,Europe,true
RET-0000806,ORD-0004680,2022-09-27,changed_mind,2613.43,Home & Kitchen,APAC,true
RET-0000807,ORD-0004687,2023-03-30,quality_issue,295.75,Electronics,North America,false
RET-0000808,ORD-0004705,2024-12-28,damaged,289.60,Automotive Parts,LATAM,true
RET-0000809,ORD-0004709,2025-11-20,arrived_late,2399.56,Electronics,North America,true
RET-0000810,ORD-0004714,2026-02-06,arrived_late,554.21,Automotive Parts,Europe,false
RET-0000811,ORD-0004715,2026-01-21,defective,3303.33,Electronics,APAC,true
RET-0000812,ORD-0004718,2022-03-12,size_mismatch,524.03,Fashion,North America,true
RET-0000813,ORD-0004723,2023-12-09,quality_issue,1617.35,Electronics,Europe,true
RET-0000814,ORD-0004724,2023-08-18,changed_mind,820.95,Toys & Games,Europe,true
RET-0000815,ORD-0004726,2025-12-19,not_as_described,238.81,Sports & Outdoors,LATAM,true
RET-0000816,ORD-0004730,2025-12-04,quality_issue,276.60,Toys & Games,Europe,false
RET-0000817,ORD-0004735,2025-01-28,arrived_late,1071.76,Sports & Outdoors,Europe,false
RET-0000818,ORD-0004768,2023-12-19,changed_mind,844.06,Fashion,Europe,true
RET-0000819,ORD-0004777,2025-12-27,defective,2210.81,Electronics,Europe,true
RET-0000820,ORD-0004786,2025-01-15,damaged,285.23,Health & Wellness,Europe,true
RET-0000821,ORD-0004799,2023-09-10,size_mismatch,665.33,Fashion,Europe,true
RET-0000822,ORD-0004801,2025-10-20,not_as_described,547.71,Home & Kitchen,APAC,true
RET-0000823,ORD-0004805,2025-12-30,wrong_item,665.79,Beauty & Personal Care,Europe,true
RET-0000824,ORD-0004807,2022-05-13,changed_mind,1102.11,Home & Kitchen,LATAM,true
RET-0000825,ORD-0004819,2025-08-01,not_as_described,2600.43,Home & Kitchen,APAC,false
RET-0000826,ORD-0004820,2025-12-13,quality_issue,464.14,Health & Wellness,North America,true
RET-0000827,ORD-0004822,2024-06-15,quality_issue,1939.48,Automotive Parts,Europe,true
RET-0000828,ORD-0004825,2024-12-27,changed_mind,1506.91,Fashion,LATAM,true
RET-0000829,ORD-0004830,2022-12-15,wrong_item,2404.25,Sports & Outdoors,North America,true
RET-0000830,ORD-0004837,2025-02-07,wrong_item,1040.82,Home & Kitchen,North America,false
RET-0000831,ORD-0004839,2023-12-29,damaged,803.70,Home & Kitchen,North America,false
RET-0000832,ORD-0004843,2024-09-14,quality_issue,1054.52,Sports & Outdoors,LATAM,true
RET-0000833,ORD-0004849,2023-05-18,arrived_late,602.07,Automotive Parts,Europe,true
RET-0000834,ORD-0004854,2025-07-02,arrived_late,554.19,Electronics,LATAM,true
RET-0000835,ORD-0004857,2024-04-17,changed_mind,1359.49,Books,LATAM,true
RET-0000836,ORD-0004861,2025-08-06,quality_issue,460.97,Home & Kitchen,LATAM,true
RET-0000837,ORD-0004879,2023-08-08,damaged,3244.51,Health & Wellness,APAC,true
RET-0000838,ORD-0004883,2022-12-07,arrived_late,2173.35,Automotive Parts,APAC,true
RET-0000839,ORD-0004885,2026-03-19,damaged,365.03,Health & Wellness,APAC,false
RET-0000840,ORD-0004887,2024-03-26,arrived_late,439.97,Books,Europe,true
RET-0000841,ORD-0004902,2026-01-11,quality_issue,1145.09,Automotive Parts,Europe,true
RET-0000842,ORD-0004909,2025-02-01,changed_mind,100.42,Books,North America,true
RET-0000843,ORD-0004912,2023-05-04,wrong_item,2528.39,Books,Europe,true
RET-0000844,ORD-0004915,2026-01-04,quality_issue,1465.16,Electronics,LATAM,true
RET-0000845,ORD-0004919,2025-09-15,changed_mind,502.01,Beauty & Personal Care,LATAM,true
RET-0000846,ORD-0004921,2024-01-29,arrived_late,991.83,Toys & Games,North America,true
RET-0000847,ORD-0004926,2024-08-05,changed_mind,1585.59,Books,LATAM,true
RET-0000848,ORD-0004929,2025-09-01,quality_issue,29.90,Toys & Games,North America,false
RET-0000849,ORD-0004938,2023-07-24,damaged,1033.74,Beauty & Personal Care,Europe,false
RET-0000850,ORD-0004941,2023-12-24,damaged,615.68,Sports & Outdoors,Europe,true
RET-0000851,ORD-0004943,2025-01-20,quality_issue,180.23,Health & Wellness,LATAM,true
RET-0000852,ORD-0004950,2025-01-15,wrong_item,348.95,Sports & Outdoors,Europe,false
RET-0000853,ORD-0004974,2025-09-05,changed_mind,74.57,Beauty & Personal Care,Europe,true
RET-0000854,ORD-0004975,2025-08-06,size_mismatch,1157.02,Fashion,North America,false
RET-0000855,ORD-0004995,2023-09-19,arrived_late,295.85,Automotive Parts,Europe,false
RET-0000856,ORD-0004996,2026-01-15,color_different,2078.59,Fashion,North America,true
RET-0000857,ORD-0005007,2024-12-28,changed_mind,248.48,Fashion,Europe,true
RET-0000858,ORD-0005009,2023-12-10,quality_issue,457.94,Home & Kitchen,North America,true
RET-0000859,ORD-0005013,2025-05-20,damaged,2167.00,Toys & Games,APAC,true
RET-0000860,ORD-0005014,2026-02-21,not_as_described,101.69,Toys & Games,Europe,true
RET-0000861,ORD-0005017,2025-12-13,arrived_late,828.25,Toys & Games,LATAM,false
RET-0000862,ORD-0005020,2024-07-18,not_as_described,3136.35,Electronics,Europe,true
RET-0000863,ORD-0005021,2025-12-24,damaged,135.87,Beauty & Personal Care,Europe,true
RET-0000864,ORD-0005024,2023-08-09,arrived_late,1651.38,Fashion,North America,true
RET-0000865,ORD-0005025,2025-08-18,size_mismatch,1281.74,Fashion,LATAM,true
RET-0000866,ORD-0005029,2025-03-22,quality_issue,271.75,Fashion,North America,true
RET-0000867,ORD-0005033,2025-09-17,defective,2390.71,Electronics,Europe,true
RET-0000868,ORD-0005041,2024-12-13,quality_issue,1259.18,Sports & Outdoors,Europe,true
RET-0000869,ORD-0005044,2023-08-27,not_as_described,3327.73,Toys & Games,LATAM,true
RET-0000870,ORD-0005049,2023-07-17,not_as_described,412.09,Beauty & Personal Care,North America,true
RET-0000871,ORD-0005063,2022-07-29,color_different,103.97,Fashion,North America,true
RET-0000872,ORD-0005068,2023-12-27,damaged,2444.27,Automotive Parts,North America,false
RET-0000873,ORD-0005078,2022-05-20,wrong_item,533.56,Health & Wellness,LATAM,true
RET-0000874,ORD-0005086,2025-10-03,defective,466.01,Electronics,North America,true
RET-0000875,ORD-0005092,2024-12-13,not_as_described,834.88,Toys & Games,North America,true
RET-0000876,ORD-0005095,2024-12-23,quality_issue,390.96,Fashion,North America,true
RET-0000877,ORD-0005106,2025-03-23,not_as_described,412.75,Automotive Parts,Europe,true
RET-0000878,ORD-0005107,2024-12-19,not_as_described,1974.99,Electronics,APAC,true
RET-0000879,ORD-0005120,2025-02-11,quality_issue,209.72,Toys & Games,APAC,true
RET-0000880,ORD-0005125,2025-12-18,defective,1975.96,Electronics,Europe,true
RET-0000881,ORD-0005141,2023-12-20,defective,2592.05,Electronics,Europe,true
RET-0000882,ORD-0005142,2023-06-06,wrong_item,1172.58,Toys & Games,Europe,true
RET-0000883,ORD-0005147,2023-10-18,quality_issue,1008.76,Fashion,North America,true
RET-0000884,ORD-0005148,2023-12-07,not_as_described,730.72,Home & Kitchen,LATAM,true
RET-0000885,ORD-0005161,2025-09-18,quality_issue,1139.51,Home & Kitchen,Europe,true
RET-0000886,ORD-0005163,2024-11-27,quality_issue,4147.30,Beauty & Personal Care,LATAM,true
RET-0000887,ORD-0005172,2024-03-01,not_as_described,2243.82,Sports & Outdoors,Europe,false
RET-0000888,ORD-0005177,2025-10-31,damaged,84.54,Books,LATAM,true
RET-0000889,ORD-0005183,2023-10-03,size_mismatch,293.52,Fashion,North America,true
RET-0000890,ORD-0005188,2022-09-26,damaged,370.67,Toys & Games,North America,true
RET-0000891,ORD-0005189,2024-01-01,quality_issue,1172.68,Electronics,APAC,false
RET-0000892,ORD-0005194,2025-01-11,changed_mind,2098.75,Sports & Outdoors,Europe,true
RET-0000893,ORD-0005196,2024-12-12,changed_mind,1266.63,Automotive Parts,LATAM,true
RET-0000894,ORD-0005203,2025-08-07,damaged,50.41,Books,Europe,true
RET-0000895,ORD-0005229,2025-10-10,damaged,112.67,Beauty & Personal Care,Europe,true
RET-0000896,ORD-0005230,2022-12-06,arrived_late,136.83,Beauty & Personal Care,Europe,true
RET-0000897,ORD-0005232,2026-01-19,changed_mind,829.25,Toys & Games,APAC,true
RET-0000898,ORD-0005236,2026-03-24,damaged,930.02,Beauty & Personal Care,LATAM,true
RET-0000899,ORD-0005252,2025-09-04,quality_issue,355.42,Home & Kitchen,North America,true
RET-0000900,ORD-0005263,2024-09-10,arrived_late,1628.77,Automotive Parts,Europe,true
RET-0000901,ORD-0005267,2025-12-24,not_as_described,244.03,Sports & Outdoors,North America,false
RET-0000902,ORD-0005270,2024-02-15,arrived_late,152.51,Health & Wellness,LATAM,true
RET-0000903,ORD-0005274,2025-12-08,damaged,884.43,Beauty & Personal Care,North America,true
RET-0000904,ORD-0005277,2025-12-23,not_as_described,1554.13,Toys & Games,LATAM,false
RET-0000905,ORD-0005279,2025-12-30,wrong_item,231.54,Home & Kitchen,North America,true
RET-0000906,ORD-0005283,2024-01-19,color_different,932.83,Fashion,Europe,false
RET-0000907,ORD-0005287,2025-08-31,not_as_described,1005.20,Toys & Games,North America,true
RET-0000908,ORD-0005289,2025-05-14,changed_mind,2226.99,Books,North America,true
RET-0000909,ORD-0005302,2025-02-14,quality_issue,2307.04,Sports & Outdoors,APAC,true
RET-0000910,ORD-0005311,2026-01-08,wrong_item,909.71,Sports & Outdoors,North America,true
RET-0000911,ORD-0005312,2023-07-26,quality_issue,1069.20,Sports & Outdoors,North America,true
RET-0000912,ORD-0005318,2024-03-25,color_different,286.03,Fashion,Europe,false
RET-0000913,ORD-0005324,2023-12-12,not_as_described,1999.58,Home & Kitchen,Europe,true
RET-0000914,ORD-0005339,2024-06-28,not_as_described,2510.13,Automotive Parts,Europe,true
RET-0000915,ORD-0005340,2025-01-06,changed_mind,193.54,Fashion,North America,true
RET-0000916,ORD-0005344,2024-11-17,changed_mind,4611.41,Health & Wellness,LATAM,true
RET-0000917,ORD-0005351,2024-04-11,wrong_item,653.19,Home & Kitchen,North America,true
RET-0000918,ORD-0005353,2022-06-08,wrong_item,2125.29,Toys & Games,Europe,false
RET-0000919,ORD-0005355,2024-04-25,changed_mind,937.79,Toys & Games,Europe,true
RET-0000920,ORD-0005363,2025-12-25,changed_mind,95.80,Toys & Games,Europe,true
RET-0000921,ORD-0005367,2024-07-06,wrong_item,837.97,Books,North America,true
RET-0000922,ORD-0005370,2025-01-24,arrived_late,232.08,Toys & Games,Europe,true
RET-0000923,ORD-0005374,2023-12-09,color_different,1043.82,Fashion,LATAM,true
RET-0000924,ORD-0005381,2023-03-03,quality_issue,686.67,Home & Kitchen,Europe,true
RET-0000925,ORD-0005403,2026-01-04,arrived_late,743.41,Toys & Games,North America,true
RET-0000926,ORD-0005408,2023-01-20,arrived_late,924.91,Toys & Games,LATAM,false
RET-0000927,ORD-0005423,2024-01-09,wrong_item,774.09,Health & Wellness,APAC,true
RET-0000928,ORD-0005436,2025-12-16,color_different,930.20,Fashion,Europe,false
